title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
Advantages of Starting with Theory	Shaw	2017	Shaw 2017 Advantages of Starting with Theory.pdf	10.5465/amj.2017.4003	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2017.4003	https://journals.aom.org/doi/pdf/10.5465/amj.2017.4003?download=true		60	3	819-822
The Emergence of Change in Unexpected Places: Resourcing across Organizational Practices in Strategic Change	Wiedner	2017	Wiedner 2017 The Emergence of Change in Unexpected Places Resourcing across Organizational Practices in Strategic Change.pdf	10.5465/amj.2014.0474	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0474	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0474?download=true		60	3	823-854
Newcomer Identification: Trends, Antecedents, Moderators, and Consequences	Zhu	2017	Zhu 2017 Newcomer Identification Trends, Antecedents, Moderators, and Consequences.pdf	10.5465/amj.2015.0466	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0466	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0466?download=true		60	3	855-879
Failed Stakeholder Exchanges and Corporate Reputation: The Case of Earnings Misses	Love	2017	Love 2017 Failed Stakeholder Exchanges and Corporate Reputation The Case of Earnings Misses.pdf	10.5465/amj.2010.0968	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2010.0968	https://journals.aom.org/doi/pdf/10.5465/amj.2010.0968?download=true		60	3	880-903
Multinational Enterprises within Cultural Space and Place: Integrating Cultural Distance and Tightness–Looseness	Shin	2017	Shin 2017 Multinational Enterprises within Cultural Space and Place Integrating Cultural Distance and Tightness–Looseness.pdf	10.5465/amj.2015.0423	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0423	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0423?download=true		60	3	904-921
The Message is on the Wall? Emotions, Social Media and the Dynamics of Institutional Complexity	Toubiana	2017	Toubiana 2017 The Message is on the Wall Emotions, Social Media and the Dynamics of Institutional Complexity.pdf	10.5465/amj.2014.0208	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0208	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0208?download=true		60	3	922-953
The Multiple Pathways through which Internal and External Corporate Social Responsibility Influence Organizational Identification and Multifoci Outcomes: The Moderating Role of Cultural and Social Orientations	Farooq	2017	Farooq 2017 The Multiple Pathways through which Internal and External Corporate Social Responsibility Influence Organizational Identification and Multifoci Outcomes The Moderating Role of Cultural and Social Orientations.pdf	10.5465/amj.2014.0849	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0849	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0849?download=true		60	3	954-985
The Evolution of Issue Interpretation within Organizational Fields: Actor Positions, Framing Trajectories, and Field Settlement	Litrico	2017	Litrico 2017 The Evolution of Issue Interpretation within Organizational Fields Actor Positions, Framing Trajectories, and Field Settlement.pdf	10.5465/amj.2013.0156	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0156	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0156?download=true		60	3	986-1015
How Organizations Respond to Information Disclosure: Testing Alternative Longitudinal Performance Trajectories	Miller	2017	Miller 2017 How Organizations Respond to Information Disclosure Testing Alternative Longitudinal Performance Trajectories.pdf	10.5465/amj.2015.0428	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0428	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0428?download=true		60	3	1016-1042
Getting Leopards to Change their Spots: Co-creating a New Professional Role Identity	Reay	2017	Reay 2017 Getting Leopards to Change their Spots Co-creating a New Professional Role Identity.pdf	10.5465/amj.2014.0802	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0802	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0802?download=true		60	3	1043-1070
The Meaning of My Feelings Depends on Who I Am: Work-Related Identifications Shape Emotion Effects in Organizations	Conroy	2017	Conroy 2017 The Meaning of My Feelings Depends on Who I Am Work-Related Identifications Shape Emotion Effects in Organizations.pdf	10.5465/amj.2014.1040	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.1040	https://journals.aom.org/doi/pdf/10.5465/amj.2014.1040?download=true		60	3	1071-1093
Pseudo-Precision? Precise Forecasts and Impression Management in Managerial Earnings Forecasts	Hayward	2017	Hayward 2017 Pseudo-Precision Precise Forecasts and Impression Management in Managerial Earnings Forecasts.pdf	10.5465/amj.2014.0304	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0304	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0304?download=true		60	3	1094-1116
Resource-Based Contingencies of When Team–Member Exchange Helps Member Performance in Teams	Farh	2017	Farh 2017 Resource-Based Contingencies of When Team–Member Exchange Helps Member Performance in Teams.pdf	10.5465/amj.2014.0261	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0261	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0261?download=true		60	3	1117-1137
Beyond Lobbying Expenditures: How Lobbying Breadth and Political Connectedness Affect Firm Outcomes	Ridge	2017	Ridge 2017 Beyond Lobbying Expenditures How Lobbying Breadth and Political Connectedness Affect Firm Outcomes.pdf	10.5465/amj.2015.0584	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0584	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0584?download=true		60	3	1138-1163
Human Resource Systems, Employee Creativity, and Firm Innovation: The Moderating Role of Firm Ownership	Liu	2017	Liu 2017 Human Resource Systems, Employee Creativity, and Firm Innovation The Moderating Role of Firm Ownership.pdf	10.5465/amj.2015.0230	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0230	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0230?download=true		60	3	1164-1188
