title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
Status and Corporate Illegality: Illegal Loan Recovery Practices of Commercial Banks in India	Krishnan	2015	Krishnan 2015 Status and Corporate Illegality Illegal Loan Recovery Practices of Commercial Banks in India.pdf	10.5465/amj.2012.0508	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2012.0508	https://journals.aom.org/doi/pdf/10.5465/amj.2012.0508?download=true		58	5	1287-1312
Folding Under Pressure or Rising to the Occasion? Perceived Time Pressure and the Moderating Role of Team Temporal Leadership	Maruping	2015	Maruping 2015 Folding Under Pressure or Rising to the Occasion Perceived Time Pressure and the Moderating Role of Team Temporal Leadership.pdf	10.5465/amj.2012.0468	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2012.0468	https://journals.aom.org/doi/pdf/10.5465/amj.2012.0468?download=true		58	5	1313-1333
Exposed: Venture Capital, Competitor Ties, and Entrepreneurial Innovation	Cox Pahnke	2015	Pahnke 2015 Exposed Venture Capital, Competitor Ties, and Entrepreneurial Innovation.pdf	10.5465/amj.2012.0777	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2012.0777	https://journals.aom.org/doi/pdf/10.5465/amj.2012.0777?download=true		58	5	1334-1360
All Aspirations are not Created Equal: The Differential Effects of Historical and Social Aspirations on Acquisition Behavior	Kim	2015	Kim 2015 All Aspirations are not Created Equal The Differential Effects of Historical and Social Aspirations on Acquisition Behavior.pdf	10.5465/amj.2012.1102	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2012.1102	https://journals.aom.org/doi/pdf/10.5465/amj.2012.1102?download=true		58	5	1361-1388
Passing Probation: Earnings Management by Interim CEOs and Its Effect on Their Promotion Prospects	Chen	2015	Chen 2015 Passing Probation Earnings Management by Interim CEOs and Its Effect on Their Promotion Prospects.pdf	10.5465/amj.2013.0351	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0351	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0351?download=true		58	5	1389-1418
“You Wouldn’t Like Me When I’m Sleepy”: Leaders’ Sleep, Daily Abusive Supervision, and Work Unit Engagement	Barnes	2015	Barnes 2015 “You Wouldn’t Like Me When I’m Sleepy” Leaders’ Sleep, Daily Abusive Supervision, and Work Unit Engagement.pdf	10.5465/amj.2013.1063	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.1063	https://journals.aom.org/doi/pdf/10.5465/amj.2013.1063?download=true		58	5	1419-1437
Knowledge Inheritance in Global Industries: The Impact of Parent Firm Knowledge on the Performance of Foreign Subsidiaries	Berry	2015	Berry 2015 Knowledge Inheritance in Global Industries The Impact of Parent Firm Knowledge on the Performance of Foreign Subsidiaries.pdf	10.5465/amj.2013.0724	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0724	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0724?download=true		58	5	1438-1458
Gender Research in AMJ: AN Overview of Five Decades of Empirical Research and Calls to Action	Joshi	2015	Joshi 2015 Gender Research in AMJ AN Overview of Five Decades of Empirical Research and Calls to Action.pdf	10.5465/amj.2015.4011	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2015.4011	https://journals.aom.org/doi/pdf/10.5465/amj.2015.4011?download=true		58	5	1459-1475
Leadership Over-Emergence in Self-Managing Teams: The Role of Gender and Countervailing Biases	Lanaj	2015	Lanaj 2015 Leadership Over-Emergence in Self-Managing Teams The Role of Gender and Countervailing Biases.pdf	10.5465/amj.2013.0303	downloaded	Thematic Issue on Gender in Management Research	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0303	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0303?download=true		58	5	1476-1494
Cracking but not Breaking: Joint Effects of Faultline Strength and Diversity Climate on Loyal Behavior	Chung	2015	Chung 2015 Cracking but not Breaking Joint Effects of Faultline Strength and Diversity Climate on Loyal Behavior.pdf	10.5465/amj.2011.0829	downloaded	Thematic Issue on Gender in Management Research	research-article	https://journals.aom.org/doi/10.5465/amj.2011.0829	https://journals.aom.org/doi/pdf/10.5465/amj.2011.0829?download=true		58	5	1495-1515
When Can Women Close the Gap? A Meta-Analytic Test of Sex Differences in Performance and Rewards	Joshi	2015	Joshi 2015 When Can Women Close the Gap A Meta-Analytic Test of Sex Differences in Performance and Rewards.pdf	10.5465/amj.2013.0721	downloaded	Thematic Issue on Gender in Management Research	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0721	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0721?download=true		58	5	1516-1545
Women on Boards and Firm Financial Performance: A Meta-Analysis	Post	2015	Post 2015 Women on Boards and Firm Financial Performance A Meta-Analysis.pdf	10.5465/amj.2013.0319	downloaded	Thematic Issue on Gender in Management Research	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0319	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0319?download=true		58	5	1546-1571
Gender Diversity and Securities Fraud	Cumming	2015	Cumming 2015 Gender Diversity and Securities Fraud.pdf	10.5465/amj.2013.0750	downloaded	Thematic Issue on Gender in Management Research	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0750	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0750?download=true		58	5	1572-1593
