title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
New Ways of Seeing through Qualitative Research	Bansal	2018	Bansal 2018 New Ways of Seeing through Qualitative Research.pdf	10.5465/amj.2018.4004	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2018.4004	https://journals.aom.org/doi/pdf/10.5465/amj.2018.4004?download=true		61	4	1189-1195
Silver Bullet or Ricochet? CEOs’ Use of Metaphorical Communication and Infomediaries’ Evaluations	König	2018	König 2018 Silver Bullet or Ricochet CEOs’ Use of Metaphorical Communication and Infomediaries’ Evaluations.pdf	10.5465/amj.2016.0626	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0626	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0626?download=true		61	4	1196-1230
The Paradox of Family Structure and Plans after Work: Why Single Childless Employees May Be the Least Absorbed at Work	Dumas	2018	Dumas 2018 The Paradox of Family Structure and Plans after Work Why Single Childless Employees May Be the Least Absorbed at Work.pdf	10.5465/amj.2016.0086	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0086	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0086?download=true		61	4	1231-1252
Watching the Clock: Action Timing, Patterning, and Routine Performance	Turner	2018	Turner 2018 Watching the Clock Action Timing, Patterning, and Routine Performance.pdf	10.5465/amj.2015.0947	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0947	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0947?download=true		61	4	1253-1280
Going for it on Fourth Down: Rivalry Increases Risk Taking, Physiological Arousal, and Promotion Focus	To	2018	To 2018 Going for it on Fourth Down Rivalry Increases Risk Taking, Physiological Arousal, and Promotion Focus.pdf	10.5465/amj.2016.0850	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0850	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0850?download=true		61	4	1281-1306
Experience and Signaling Value in Technology Licensing Contract Payment Structures	Kotha	2018	Kotha 2018 Experience and Signaling Value in Technology Licensing Contract Payment Structures.pdf	10.5465/amj.2015.1233	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.1233	https://journals.aom.org/doi/pdf/10.5465/amj.2015.1233?download=true		61	4	1307-1342
Examining Follower Responses to Transformational Leadership from a Dynamic, Person–Environment Fit Perspective	Tepper	2018	Tepper 2018 Examining Follower Responses to Transformational Leadership from a Dynamic, Person–Environment Fit Perspective.pdf	10.5465/amj.2014.0163	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0163	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0163?download=true		61	4	1343-1368
Open-System Orchestration as a Relational Source of Sensing Capabilities: Evidence from a Venture Association	Giudici	2018	Giudici 2018 Open-System Orchestration as a Relational Source of Sensing Capabilities Evidence from a Venture Association.pdf	10.5465/amj.2015.0573	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0573	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0573?download=true		61	4	1369-1402
Shared Team Experiences and Team Effectiveness: Unpacking the Contingent Effects of Entrained Rhythms and Task Characteristics	Luciano	2018	Luciano 2018 Shared Team Experiences and Team Effectiveness Unpacking the Contingent Effects of Entrained Rhythms and Task Characteristics.pdf	10.5465/amj.2016.0828	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0828	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0828?download=true		61	4	1403-1430
A Micro-institutional Inquiry into Resistance to Environmental Pressures	Schilke	2018	Schilke 2018 A Micro-institutional Inquiry into Resistance to Environmental Pressures.pdf	10.5465/amj.2016.0762	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0762	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0762?download=true		61	4	1431-1466
To Delegate or Not to Delegate: Gender Differences in Affective Associations and Behavioral Responses to Delegation	Akinola	2018	Akinola 2018 To Delegate or Not to Delegate Gender Differences in Affective Associations and Behavioral Responses to Delegation.pdf	10.5465/amj.2016.0662	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0662	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0662?download=true		61	4	1467-1491
It’s Not Easy Building Green: The Impact of Public Policy, Private Actors, and Regional Logics on Voluntary Standards Adoption	York	2018	York 2018 It’s Not Easy Building Green The Impact of Public Policy, Private Actors, and Regional Logics on Voluntary Standards Adoption.pdf	10.5465/amj.2015.0769	downloaded	Special Research Forum: Grand Challenges	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0769	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0769?download=true		61	4	1492-1523
Deep Help in Complex Project Work: Guiding and Path-Clearing Across Difficult Terrain	Fisher	2018	Fisher 2018 Deep Help in Complex Project Work Guiding and Path-Clearing Across Difficult Terrain.pdf	10.5465/amj.2016.0207	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0207	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0207?download=true		61	4	1524-1553
The Benefits of Not Seeing Eye to Eye with Leadership: Divergence in Risk Preferences Impacts Multiteam System Behavior and Performance	Lanaj	2018	Lanaj 2018 The Benefits of Not Seeing Eye to Eye with Leadership Divergence in Risk Preferences Impacts Multiteam System Behavior and Performance.pdf	10.5465/amj.2015.0946	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0946	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0946?download=true		61	4	1554-1582
A Signaling Theory of Institutional Activism: How Norway’s Sovereign Wealth Fund Investments Affect Firms’ Foreign Acquisitions	Vasudeva	2018	Vasudeva 2018 A Signaling Theory of Institutional Activism How Norway’s Sovereign Wealth Fund Investments Affect Firms’ Foreign Acquisitions.pdf	10.5465/amj.2015.1141	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.1141	https://journals.aom.org/doi/pdf/10.5465/amj.2015.1141?download=true		61	4	1583-1611
