title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
Grand Challenges and Inductive Methods: Rigor without Rigor Mortis	Eisenhardt	2016	Eisenhardt 2016 Grand Challenges and Inductive Methods Rigor without Rigor Mortis.pdf	10.5465/amj.2016.4004	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2016.4004	https://journals.aom.org/doi/pdf/10.5465/amj.2016.4004?download=true		59	4	1113-1123
When Experts Become Liabilities: Domain Experts on Boards and Organizational Failure	Almandoz	2016	Almandoz 2016 When Experts Become Liabilities Domain Experts on Boards and Organizational Failure.pdf	10.5465/amj.2013.1211	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.1211	https://journals.aom.org/doi/pdf/10.5465/amj.2013.1211?download=true		59	4	1124-1149
When Justice Promotes Injustice: Why Minority Leaders Experience Bias When They Adhere to Interpersonal Justice Rules	Zapata	2016	Zapata 2016 When Justice Promotes Injustice Why Minority Leaders Experience Bias When They Adhere to Interpersonal Justice Rules.pdf	10.5465/amj.2014.0275	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0275	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0275?download=true		59	4	1150-1173
Cooperation vs. Competition: Alternative Goal Structures for Motivating Groups in a Resource Scarce Environment	Kistruck	2016	Kistruck 2016 Cooperation vs. Competition Alternative Goal Structures for Motivating Groups in a Resource Scarce Environment.pdf	10.5465/amj.2014.0201	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0201	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0201?download=true		59	4	1174-1198
Flourishing via Workplace Relationships: Moving Beyond Instrumental Support	Colbert	2016	Colbert 2016 Flourishing via Workplace Relationships Moving Beyond Instrumental Support.pdf	10.5465/amj.2014.0506	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0506	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0506?download=true		59	4	1199-1223
Doing More with Less: Innovation Input and Output in Family Firms	Duran	2016	Duran 2016 Doing More with Less Innovation Input and Output in Family Firms.pdf	10.5465/amj.2014.0424	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0424	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0424?download=true		59	4	1224-1264
Different Views of Hierarchy and Why They Matter: Hierarchy as Inequality or as Cascading Influence	Bunderson	2016	Bunderson 2016 Different Views of Hierarchy and Why They Matter Hierarchy as Inequality or as Cascading Influence.pdf	10.5465/amj.2014.0601	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0601	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0601?download=true		59	4	1265-1289
Empowered to Perform: A Multilevel Investigation of the Influence of Empowerment on Performance in Hospital Units	D’Innocenzo	2016	D’Innocenzo 2016 Empowered to Perform A Multilevel Investigation of the Influence of Empowerment on Performance in Hospital Units.pdf	10.5465/amj.2013.1073	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.1073	https://journals.aom.org/doi/pdf/10.5465/amj.2013.1073?download=true		59	4	1290-1307
Coordinating Knowledge Creation in Multidisciplinary Teams: Evidence from Early-Stage Drug Discovery	Ben-Menahem	2016	Ben-Menahem 2016 Coordinating Knowledge Creation in Multidisciplinary Teams Evidence from Early-Stage Drug Discovery.pdf	10.5465/amj.2013.1214	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.1214	https://journals.aom.org/doi/pdf/10.5465/amj.2013.1214?download=true		59	4	1308-1338
Managing the Risks of Proactivity: A Multilevel Study of Initiative and Performance in the Middle Management Context	Glaser	2016	Glaser 2016 Managing the Risks of Proactivity A Multilevel Study of Initiative and Performance in the Middle Management Context.pdf	10.5465/amj.2014.0177	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0177	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0177?download=true		59	4	1339-1360
