title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
From “That’s Interesting” to “That’s Important”	Tihanyi	2020	Tihanyi 2020 From “That’s Interesting” to “That’s Important”.pdf	10.5465/amj.2020.4002	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2020.4002	https://journals.aom.org/doi/pdf/10.5465/amj.2020.4002?download=true		63	2	329-331
Problem-Solving or Self-Enhancement? A Power Perspective on How CEOs Affect R&D Search in the Face of Inconsistent Feedback	Blagoeva	2020	Blagoeva 2020 Problem-Solving or Self-Enhancement A Power Perspective on How CEOs Affect R&D Search in the Face of Inconsistent Feedback.pdf	10.5465/amj.2017.0999	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0999	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0999?download=true		63	2	332-355
Relational Reconciliation: Socializing Others across Demographic Differences	Ramarajan	2020	Ramarajan 2020 Relational Reconciliation Socializing Others across Demographic Differences.pdf	10.5465/amj.2017.0506	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0506	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0506?download=true		63	2	356-385
Cocreating Rigorous and Relevant Knowledge	Sharma	2020	Sharma 2020 Cocreating Rigorous and Relevant Knowledge.pdf	10.5465/amj.2016.0487	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0487	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0487?download=true		63	2	386-410
It Takes Three: Relational Boundary Work, Resilience, and Commitment among Navy Couples	Beckman	2020	Beckman 2020 It Takes Three Relational Boundary Work, Resilience, and Commitment among Navy Couples.pdf	10.5465/amj.2017.0653	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0653	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0653?download=true		63	2	411-439
The Art of the Pivot: How New Ventures Manage Identification Relationships with Stakeholders as They Change Direction	Hampel	2020	Hampel 2020 The Art of the Pivot How New Ventures Manage Identification Relationships with Stakeholders as They Change Direction.pdf	10.5465/amj.2017.0460	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0460	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0460?download=true		63	2	440-471
The Legitimacy Threshold Revisited: How Prior Successes and Failures Spill Over to Other Endeavors on Kickstarter	Soublière	2020	Soublière 2020 The Legitimacy Threshold Revisited How Prior Successes and Failures Spill Over to Other Endeavors on Kickstarter.pdf	10.5465/amj.2017.1103	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.1103	https://journals.aom.org/doi/pdf/10.5465/amj.2017.1103?download=true		63	2	472-502
How Formal and Informal Hierarchies Shape Conflict within Cooperatives: A Field Experiment in Ghana	Shantz	2020	Shantz 2020 How Formal and Informal Hierarchies Shape Conflict within Cooperatives A Field Experiment in Ghana.pdf	10.5465/amj.2018.0335	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0335	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0335?download=true		63	2	503-529
Fall from Grace: The Role of Dominance and Prestige in the Punishment of High-Status Actors	Kakkar	2020	Kakkar 2020 Fall from Grace The Role of Dominance and Prestige in the Punishment of High-Status Actors.pdf	10.5465/amj.2017.0729	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0729	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0729?download=true		63	2	530-553
The Genesis and Metamorphosis of Novelty Imprints: How Business Model Innovation Emerges in Young Ventures	Snihur	2020	Snihur 2020 The Genesis and Metamorphosis of Novelty Imprints How Business Model Innovation Emerges in Young Ventures.pdf	10.5465/amj.2017.0706	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0706	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0706?download=true		63	2	554-583
Does Negative Feedback Benefit (or Harm) Recipient Creativity? The Role of the Direction of Feedback Flow	Kim	2020	Kim 2020 Does Negative Feedback Benefit (or Harm) Recipient Creativity The Role of the Direction of Feedback Flow.pdf	10.5465/amj.2016.1196	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.1196	https://journals.aom.org/doi/pdf/10.5465/amj.2016.1196?download=true		63	2	584-612
The Boon and Bane of Creative “Stars”: A Social Network Exploration of How and When Team Creativity Is (and Is Not) Driven by a Star Teammate	Li	2020	Li 2020 The Boon and Bane of Creative “Stars” A Social Network Exploration of How and When Team Creativity Is (and Is Not) Driven by a Star Teammate.pdf	10.5465/amj.2018.0283	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0283	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0283?download=true		63	2	613-635
