title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
New Ways of Seeing: Theory Integration across Disciplines	Shaw	2018	Shaw 2018 New Ways of Seeing Theory Integration across Disciplines.pdf	10.5465/amj.2018.4001	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2018.4001	https://journals.aom.org/doi/pdf/10.5465/amj.2018.4001?download=true		61	1	1-4
Disasters and Community Resilience: Spanish Flu and the Formation of Retail Cooperatives in Norway	Rao	2018	Rao 2017 Disasters and Community Resilience Spanish Flu and the Formation of Retail Cooperatives in Norway.pdf	10.5465/amj.2016.0054	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0054	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0054?download=true		61	1	5-25
Microfoundations of Organizational Paradox: The Problem Is How We Think about the Problem	Miron-Spektor	2018	Miron-Spektor 2017 Microfoundations of Organizational Paradox The Problem Is How We Think about the Problem.pdf	10.5465/amj.2016.0594	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0594	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0594?download=true		61	1	26-45
The Strategic Value of Selection Practices: Antecedents and Consequences of Firm-level Selection Practice Usage	Kim	2018	Kim 2017 The Strategic Value of Selection Practices Antecedents and Consequences of Firm-level Selection Practice Usage.pdf	10.5465/amj.2015.0811	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0811	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0811?download=true		61	1	46-66
Motivation and Ability? A Behavioral Perspective on the Pursuit of Radical Invention in Multi-Technology Incumbents	Eggers	2018	Eggers 2017 Motivation and Ability A Behavioral Perspective on the Pursuit of Radical Invention in Multi-Technology Incumbents.pdf	10.5465/amj.2015.1123	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.1123	https://journals.aom.org/doi/pdf/10.5465/amj.2015.1123?download=true		61	1	67-93
Reframing the Decision-Makers’ Dilemma: Towards a Social Context Model of Creative Idea Recognition	Mueller	2018	Mueller 2017 Reframing the Decision-Makers’ Dilemma Towards a Social Context Model of Creative Idea Recognition.pdf	10.5465/amj.2013.0887	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0887	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0887?download=true		61	1	94-110
Emerging Intentionality in Routine Dynamics: A Pragmatist View	Dittrich	2018	Dittrich 2017 Emerging Intentionality in Routine Dynamics A Pragmatist View.pdf	10.5465/amj.2015.0010	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0010	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0010?download=true		61	1	111-138
The Other Side: Occupational Interactional Requirements and Work–Home Enrichment	Bhave	2018	Bhave 2017 The Other Side Occupational Interactional Requirements and Work–Home Enrichment.pdf	10.5465/amj.2016.0369	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0369	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0369?download=true		61	1	139-164
When the Dust Settles: The Consequences of Scandals for Organizational Competition	Piazza	2018	Piazza 2017 When the Dust Settles The Consequences of Scandals for Organizational Competition.pdf	10.5465/amj.2015.1325	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.1325	https://journals.aom.org/doi/pdf/10.5465/amj.2015.1325?download=true		61	1	165-190
Organizational Affective Tone: A Meso Perspective on the Origins and Effects of Consistent Affect in Organizations	Knight	2018	Knight 2017 Organizational Affective Tone A Meso Perspective on the Origins and Effects of Consistent Affect in Organizations.pdf	10.5465/amj.2016.0671	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0671	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0671?download=true		61	1	191-219
Collaborative Stakeholder Engagement: An Integration between Theories of Organizational Legitimacy and Learning	Desai	2018	Desai 2017 Collaborative Stakeholder Engagement An Integration between Theories of Organizational Legitimacy and Learning.pdf	10.5465/amj.2016.0315	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0315	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0315?download=true		61	1	220-244
Does Proactive Personality Matter in Leadership Transitions? Effects of Proactive Personality on New Leader Identification and Responses to New Leaders and their Change Agendas	Lam	2018	Lam 2016 Does Proactive Personality Matter in Leadership Transitions Effects of Proactive Personality on New Leader Identification and Responses to New Leaders and their Change Agendas.pdf	10.5465/amj.2014.0503	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0503	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0503?download=true		61	1	245-263
Rewards for Patents and Inventor Behaviors in Industrial Research and Development	Giarratana	2018	Giarratana 2017 Rewards for Patents and Inventor Behaviors in Industrial Research and Development.pdf	10.5465/amj.2015.0633	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0633	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0633?download=true		61	1	264-292
When and Why People Engage in Different Forms of Proactive Behavior: Interactive Effects of Self-construals and Work Characteristics	Wu	2018	Wu 2017 When and Why People Engage in Different Forms of Proactive Behavior Interactive Effects of Self-construals and Work Characteristics.pdf	10.5465/amj.2013.1064	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.1064	https://journals.aom.org/doi/pdf/10.5465/amj.2013.1064?download=true		61	1	293-323
Introducing Team Mindfulness and Considering its Safeguard Role Against Conflict Transformation and Social Undermining	Yu	2018	Yu 2017 Introducing Team Mindfulness and Considering its Safeguard Role Against Conflict Transformation and Social Undermining.pdf	10.5465/amj.2016.0094	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0094	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0094?download=true		61	1	324-347
The Mixed Blessing of Leader Sense of Humor: Examining Costs and Benefits	Yam	2018	Yam 2017 The Mixed Blessing of Leader Sense of Humor Examining Costs and Benefits.pdf	10.5465/amj.2015.1088	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.1088	https://journals.aom.org/doi/pdf/10.5465/amj.2015.1088?download=true		61	1	348-369
