title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
From the Editors—Publishing Impactful Research in AMJ: Winners of the 2020 and 2021 Impact Awards	Umphress	2021	Umphress 2021 From the Editors—Publishing Impactful Research in AMJ Winners of the 2020 and 2021 Impact Awards.pdf	10.5465/amj.2021.4006	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2021.4006	https://journals.aom.org/doi/pdf/10.5465/amj.2021.4006?download=true		64	6	1648-1653
In With the Old? Examining When Boomerang Employees Outperform New Hires	Keller	2021	Keller 2021 In With the Old Examining When Boomerang Employees Outperform New Hires.pdf	10.5465/amj.2019.1340	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.1340	https://journals.aom.org/doi/pdf/10.5465/amj.2019.1340?download=true		64	6	1654-1684
Keep Your Eye on the Ball or on the Field? Exploring the Performance Implications of Executive Strategic Attention	Eklund	2021	Eklund 2021 Keep Your Eye on the Ball or on the Field Exploring the Performance Implications of Executive Strategic Attention.pdf	10.5465/amj.2019.0156	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0156	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0156?download=true		64	6	1685-1713
The Catch-22 of Countering a Moral Occupational Stigma in Employee-Customer Interactions	Mikolon	2021	Mikolon 2021 The Catch-22 of Countering a Moral Occupational Stigma in Employee-Customer Interactions.pdf	10.5465/amj.2018.1487	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.1487	https://journals.aom.org/doi/pdf/10.5465/amj.2018.1487?download=true		64	6	1714-1739
Struggling to Meet the Bar: Occupational Progress Failure and Informal Leadership Behavior	Schaubroeck	2021	Schaubroeck 2021 Struggling to Meet the Bar Occupational Progress Failure and Informal Leadership Behavior.pdf	10.5465/amj.2018.0956	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0956	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0956?download=true		64	6	1740-1762
The Impact of Executive Verbal Communication on the Convergence of Investors’ Opinions	Guo	2021	Guo 2021 The Impact of Executive Verbal Communication on the Convergence of Investors’ Opinions.pdf	10.5465/amj.2019.0711	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0711	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0711?download=true		64	6	1763-1792
When Victims Help Their Abusive Supervisors: The Role of LMX, Self-Blame, and Guilt	Tröster	2021	Tröster 2021 When Victims Help Their Abusive Supervisors The Role of LMX, Self-Blame, and Guilt.pdf	10.5465/amj.2019.0559	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0559	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0559?download=true		64	6	1793-1815
Seeing Oneself as a Valued Contributor: Social Worth Affirmation Improves Team Information Sharing	Cunningham	2021	Cunningham 2021 Seeing Oneself as a Valued Contributor Social Worth Affirmation Improves Team Information Sharing.pdf	10.5465/amj.2018.0790	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0790	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0790?download=true		64	6	1816-1841
From Grace to Violence: Stigmatizing the Medical Profession in China	Wang	2021	Wang 2021 From Grace to Violence Stigmatizing the Medical Profession in China.pdf	10.5465/amj.2018.0715	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0715	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0715?download=true		64	6	1842-1872
The Impact of Leader Eye Gaze on Disparity in Member Influence: Implications for Process and Performance in Diverse Groups	Shim	2021	Shim 2021 The Impact of Leader Eye Gaze on Disparity in Member Influence Implications for Process and Performance in Diverse Groups.pdf	10.5465/amj.2017.1507	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.1507	https://journals.aom.org/doi/pdf/10.5465/amj.2017.1507?download=true		64	6	1873-1900
Distinct but Not Apart? Stigma Reduction and Cross-Industry Evaluative Spillovers: The Case of Medical Marijuana Legalization	Aranda	2021	Aranda 2021 Distinct but Not Apart Stigma Reduction and Cross-Industry Evaluative Spillovers The Case of Medical Marijuana Legalization.pdf	10.5465/amj.2018.1460	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.1460	https://journals.aom.org/doi/pdf/10.5465/amj.2018.1460?download=true		64	6	1901-1926
Increasing Dispositional Legitimacy: Progressive Legitimation Dynamics in a Trajectory of Settlements	Baba	2021	Baba 2021 Increasing Dispositional Legitimacy Progressive Legitimation Dynamics in a Trajectory of Settlements.pdf	10.5465/amj.2017.0330	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0330	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0330?download=true		64	6	1927-1968
Guilt and Corporate Philanthropy: The Case of the Privatization in China	Ji	2021	Ji 2021 Guilt and Corporate Philanthropy The Case of the Privatization in China.pdf	10.5465/amj.2018.0586	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0586	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0586?download=true		64	6	1969-1995
