title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
Moving Forward at AMJ	Shaw	2017	Shaw 2017 Moving Forward at AMJ.pdf	10.5465/amj.2017.4001	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2017.4001	https://journals.aom.org/doi/pdf/10.5465/amj.2017.4001?download=true		60	1	1-5
Moral Symbols: A Necklace of Garlic against Unethical Requests	Desai	2017	Desai 2017 Moral Symbols A Necklace of Garlic against Unethical Requests.pdf	10.5465/amj.2015.0008	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0008	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0008?download=true		60	1	7-28
Pay Formalization Revisited: Considering the Effects of Manager Gender and Discretion on Closing the Gender Wage Gap	Abraham	2017	Abraham 2017 Pay Formalization Revisited Considering the Effects of Manager Gender and Discretion on Closing the Gender Wage Gap.pdf	10.5465/amj.2013.1060	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.1060	https://journals.aom.org/doi/pdf/10.5465/amj.2013.1060?download=true		60	1	29-54
Too Much of a Good Thing? The Dual Effect of Public Sponsorship on Organizational Performance	Jourdan	2017	Jourdan 2017 Too Much of a Good Thing The Dual Effect of Public Sponsorship on Organizational Performance.pdf	10.5465/amj.2014.1007	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.1007	https://journals.aom.org/doi/pdf/10.5465/amj.2014.1007?download=true		60	1	55-77
Is Love All You Need? The Effects of Emotional Culture, Suppression, and Work–family Conflict on Firefighter Risk-Taking and Health	O’Neill	2017	O’Neill 2017 Is Love All You Need The Effects of Emotional Culture, Suppression, and Work–family Conflict on Firefighter Risk-Taking and Health.pdf	10.5465/amj.2014.0952	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0952	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0952?download=true		60	1	78-108
Effects of Employees’ Positive Affective Displays on Customer Loyalty Intentions: An Emotions-as-Social-Information Perspective	Wang	2017	Wang 2017 Effects of Employees’ Positive Affective Displays on Customer Loyalty Intentions An Emotions-as-Social-Information Perspective.pdf	10.5465/amj.2014.0367	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0367	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0367?download=true		60	1	109-129
Pull the Plug or Take the Plunge: Multiple Opportunities and the Speed of Venturing Decisions in the Australian Mining Industry	Bakker	2017	Bakker 2017 Pull the Plug or Take the Plunge Multiple Opportunities and the Speed of Venturing Decisions in the Australian Mining Industry.pdf	10.5465/amj.2013.1165	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.1165	https://journals.aom.org/doi/pdf/10.5465/amj.2013.1165?download=true		60	1	130-155
Why is Underemployment Related to Creativity and OCB? A Task-Crafting Explanation of the Curvilinear Moderated Relations	Lin	2017	Lin 2017 Why is Underemployment Related to Creativity and OCB A Task-Crafting Explanation of the Curvilinear Moderated Relations.pdf	10.5465/amj.2014.0470	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0470	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0470?download=true		60	1	156-177
To Thine Own Self Be True? Facades of Conformity, Values Incongruence, and the Moderating Impact of Leader Integrity	Hewlin	2017	Hewlin 2017 To Thine Own Self Be True Facades of Conformity, Values Incongruence, and the Moderating Impact of Leader Integrity.pdf	10.5465/amj.2013.0404	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0404	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0404?download=true		60	1	178-199
Maintaining the Values of a Profession: Institutional Work and Moral Emotions in the Emergency Department	Wright	2017	Wright 2017 Maintaining the Values of a Profession Institutional Work and Moral Emotions in the Emergency Department.pdf	10.5465/amj.2013.0870	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0870	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0870?download=true		60	1	200-237
Why and When Leaders’ Affective States Influence Employee Upward Voice	Liu	2017	Liu 2017 Why and When Leaders’ Affective States Influence Employee Upward Voice.pdf	10.5465/amj.2013.1082	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.1082	https://journals.aom.org/doi/pdf/10.5465/amj.2013.1082?download=true		60	1	238-263
