title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
The Management of Natural Resources: An Overview and Research Agenda	George	2015	George 2015 The Management of Natural Resources An Overview and Research Agenda.pdf	10.5465/amj.2015.4006	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2015.4006	https://journals.aom.org/doi/pdf/10.5465/amj.2015.4006?download=true		58	6	1595-1613
You Don’t Forget Your Roots: The Influence of CEO Social Class Background on Strategic Risk Taking	Kish-Gephart	2015	Kish-Gephart 2015 You Don’t Forget Your Roots The Influence of CEO Social Class Background on Strategic Risk Taking.pdf	10.5465/amj.2013.1204	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.1204	https://journals.aom.org/doi/pdf/10.5465/amj.2013.1204?download=true		58	6	1614-1636
Uneasy Lies the Head that Bears the Trust: The Effects of Feeling Trusted on Emotional Exhaustion	Baer	2015	Baer 2015 Uneasy Lies the Head that Bears the Trust The Effects of Feeling Trusted on Emotional Exhaustion.pdf	10.5465/amj.2014.0246	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0246	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0246?download=true		58	6	1637-1657
Harnessing Productive Tensions in Hybrid Organizations: The Case of Work Integration Social Enterprises	Battilana	2015	Battilana 2015 Harnessing Productive Tensions in Hybrid Organizations The Case of Work Integration Social Enterprises.pdf	10.5465/amj.2013.0903	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0903	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0903?download=true		58	6	1658-1685
Does Seeing “Eye To Eye” Affect Work Engagement and Organizational Citizenship Behavior? A Role Theory Perspective on LMX Agreement	Matta	2015	Matta 2015 Does Seeing “Eye To Eye” Affect Work Engagement and Organizational Citizenship Behavior A Role Theory Perspective on LMX Agreement.pdf	10.5465/amj.2014.0106	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0106	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0106?download=true		58	6	1686-1708
Entrepreneurship in Regulated Markets: Framing Contests and Collective Action to Introduce Pay TV in the U.S.	Gurses	2015	Gurses 2015 Entrepreneurship in Regulated Markets Framing Contests and Collective Action to Introduce Pay TV in the U.S..pdf	10.5465/amj.2013.0775	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0775	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0775?download=true		58	6	1709-1739
Paying the Price? The Impact of Controversial Governance Practices on Managerial Reputation	Bednar	2015	Bednar 2015 Paying the Price The Impact of Controversial Governance Practices on Managerial Reputation.pdf	10.5465/amj.2012.1091	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2012.1091	https://journals.aom.org/doi/pdf/10.5465/amj.2012.1091?download=true		58	6	1740-1760
Inherently Relational: Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance	Erez	2015	Erez 2015 Inherently Relational Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance.pdf	10.5465/amj.2011.0214	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2011.0214	https://journals.aom.org/doi/pdf/10.5465/amj.2011.0214?download=true		58	6	1761-1784
Dealing with Failure: Serial Entrepreneurs and the Costs of Changing Industries Between Ventures	Eggers	2015	Eggers 2015 Dealing with Failure Serial Entrepreneurs and the Costs of Changing Industries Between Ventures.pdf	10.5465/amj.2014.0050	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0050	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0050?download=true		58	6	1785-1803
Emotional Labor Dynamics: A Momentary Approach	Gabriel	2015	Gabriel 2015 Emotional Labor Dynamics A Momentary Approach.pdf	10.5465/amj.2013.1135	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.1135	https://journals.aom.org/doi/pdf/10.5465/amj.2013.1135?download=true		58	6	1804-1825
Isolating Trust Outcomes from Exchange Relationships: Social Exchange and Learning Benefits of Prior Ties in Alliances	Lioukas	2015	Lioukas 2015 Isolating Trust Outcomes from Exchange Relationships Social Exchange and Learning Benefits of Prior Ties in Alliances.pdf	10.5465/amj.2011.0934	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2011.0934	https://journals.aom.org/doi/pdf/10.5465/amj.2011.0934?download=true		58	6	1826-1847
What Drives Trickle-Down Effects? A Test of Multiple Mediation Processes	Wo	2015	Wo 2015 What Drives Trickle-Down Effects A Test of Multiple Mediation Processes.pdf	10.5465/amj.2013.0670	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0670	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0670?download=true		58	6	1848-1868
Strategic Responses to FDI in Emerging Markets: Are Core Members More Responsive than Peripheral Members of Business Groups?	Ayyagari	2015	Ayyagari 2015 Strategic Responses to FDI in Emerging Markets Are Core Members More Responsive than Peripheral Members of Business Groups.pdf	10.5465/amj.2012.0521	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2012.0521	https://journals.aom.org/doi/pdf/10.5465/amj.2012.0521?download=true		58	6	1869-1894
