title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
From the Editors—Insights on How We Try to Show Empathy, Respect, and Inclusion in AMJ	Umphress	2022	Umphress 2022 From the Editors—Insights on How We Try to Show Empathy, Respect, and Inclusion in AMJ.pdf	10.5465/amj.2022.4002	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2022.4002	https://journals.aom.org/doi/pdf/10.5465/amj.2022.4002?download=true		65	2	363-370
The Past Is Prologue? Venture-Capital Syndicates’ Collaborative Experience and Start-Up Exits	Wang	2022	Wang 2022 The Past Is Prologue Venture-Capital Syndicates’ Collaborative Experience and Start-Up Exits.pdf	10.5465/amj.2019.1312	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.1312	https://journals.aom.org/doi/pdf/10.5465/amj.2019.1312?download=true		65	2	371-402
“I” Am Affirmed, but Are “We”? Social Identity Processes Influencing Refugees’ Work Initiative and Community Embeddedness	Schaubroeck	2022	Schaubroeck 2022 “I” Am Affirmed, but Are “We” Social Identity Processes Influencing Refugees’ Work Initiative and Community Embeddedness.pdf	10.5465/amj.2020.0033	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2020.0033	https://journals.aom.org/doi/pdf/10.5465/amj.2020.0033?download=true		65	2	403-426
Big Fish versus Big Pond? Entrepreneurs, Established Firms, and Antecedents of Tie Formation	Katila	2022	Katila 2022 Big Fish versus Big Pond Entrepreneurs, Established Firms, and Antecedents of Tie Formation.pdf	10.5465/amj.2018.1197	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.1197	https://journals.aom.org/doi/pdf/10.5465/amj.2018.1197?download=true		65	2	427-452
How Other- and Self-Compassion Reduce Burnout through Resource Replenishment	Schabram	2022	Schabram 2022 How Other- and Self-Compassion Reduce Burnout through Resource Replenishment.pdf	10.5465/amj.2019.0493	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0493	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0493?download=true		65	2	453-478
Identity–Society (Mis)Alignment and the Instrumentalization of Firm Creation: Creative Destruction and Creative Reconstruction	Foy	2022	Foy 2022 Identity–Society (Mis)Alignment and the Instrumentalization of Firm Creation Creative Destruction and Creative Reconstruction.pdf	10.5465/amj.2019.0754	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0754	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0754?download=true		65	2	479-515
Pumping the Brakes: Examining the Impact of CEO Political Ideology Divergence on Firm Responses	Semadeni	2022	Semadeni 2022 Pumping the Brakes Examining the Impact of CEO Political Ideology Divergence on Firm Responses.pdf	10.5465/amj.2019.1131	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.1131	https://journals.aom.org/doi/pdf/10.5465/amj.2019.1131?download=true		65	2	516-544
Top Management Team Experiential Variety, Competitive Repertoires, and Firm Performance: Examining the Law of Requisite Variety in the 3D Printing Industry (1986–2017)	Fox	2022	Fox 2022 Top Management Team Experiential Variety, Competitive Repertoires, and Firm Performance Examining the Law of Requisite Variety in the 3D Printing Industry (1986–2017).pdf	10.5465/amj.2019.0734	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0734	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0734?download=true		65	2	545-576
The Fragility of Experts: A Moderated-Mediation Model of Expertise, Expert Identity Threat, and Overprecision	Kang	2022	Kang 2022 The Fragility of Experts A Moderated-Mediation Model of Expertise, Expert Identity Threat, and Overprecision.pdf	10.5465/amj.2019.0899	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0899	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0899?download=true		65	2	577-605
Too Much on the Plate? How Executive Job Demands Harm Firm Innovation and Reduce Share of Exploratory Innovations	Zhu	2022	Zhu 2022 Too Much on the Plate How Executive Job Demands Harm Firm Innovation and Reduce Share of Exploratory Innovations.pdf	10.5465/amj.2019.0334	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0334	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0334?download=true		65	2	606-633
Which Ideas for Change Are Endorsed? How Agentic and Communal Voice Affects Endorsement Differently for Men and for Women	McClean	2022	McClean 2022 Which Ideas for Change Are Endorsed How Agentic and Communal Voice Affects Endorsement Differently for Men and for Women.pdf	10.5465/amj.2019.0492	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0492	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0492?download=true		65	2	634-655
Strategic Nepotism in Family Director Appointments: Evidence from Family Business Groups in South Korea	Jeong	2022	Jeong 2022 Strategic Nepotism in Family Director Appointments Evidence from Family Business Groups in South Korea.pdf	10.5465/amj.2018.1418	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.1418	https://journals.aom.org/doi/pdf/10.5465/amj.2018.1418?download=true		65	2	656-682
No Change Is an Island: How Interferences between Change Initiatives Evoke Inconsistencies That Undermine Implementation	Kanitz	2022	Kanitz 2022 No Change Is an Island How Interferences between Change Initiatives Evoke Inconsistencies That Undermine Implementation.pdf	10.5465/amj.2019.0413	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0413	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0413?download=true		65	2	683-710
