title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
From the Editors—Improving the Transparency of Empirical Research Published in AMJ	DeCelles	2021	DeCelles 2021 From the Editors—Improving the Transparency of Empirical Research Published in AMJ.pdf	10.5465/amj.2021.4004	downloaded	Thematic Issue: Improving Transparency of Empirical Research Published in AMJ	editorial	https://journals.aom.org/doi/10.5465/amj.2021.4004	https://journals.aom.org/doi/pdf/10.5465/amj.2021.4004?download=true		64	4	1009-1015
The Hidden Cost of Prayer: Religiosity and the Gender Wage Gap	Sitzmann	2021	Sitzmann 2021 The Hidden Cost of Prayer Religiosity and the Gender Wage Gap.pdf	10.5465/amj.2019.1254	downloaded	Thematic Issue: Improving Transparency of Empirical Research Published in AMJ	research-article	https://journals.aom.org/doi/10.5465/amj.2019.1254	https://journals.aom.org/doi/pdf/10.5465/amj.2019.1254?download=true		64	4	1016-1048
Constraints and Opportunities of Stigma: Entrepreneurial Emancipation in the Sex Industry	Ruebottom	2021	Ruebottom 2021 Constraints and Opportunities of Stigma Entrepreneurial Emancipation in the Sex Industry.pdf	10.5465/amj.2018.1166	downloaded	Thematic Issue: Improving Transparency of Empirical Research Published in AMJ	research-article	https://journals.aom.org/doi/10.5465/amj.2018.1166	https://journals.aom.org/doi/pdf/10.5465/amj.2018.1166?download=true		64	4	1049-1077
Stakeholder Orientation and Divestiture Activity	Bettinazzi	2021	Bettinazzi 2021 Stakeholder Orientation and Divestiture Activity.pdf	10.5465/amj.2019.0627	downloaded	Thematic Issue: Improving Transparency of Empirical Research Published in AMJ	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0627	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0627?download=true		64	4	1078-1096
Covering in Cover Letters: Gender and Self-Presentation in Job Applications	He	2021	He 2021 Covering in Cover Letters Gender and Self-Presentation in Job Applications.pdf	10.5465/amj.2018.1280	downloaded	Thematic Issue: Improving Transparency of Empirical Research Published in AMJ	research-article	https://journals.aom.org/doi/10.5465/amj.2018.1280	https://journals.aom.org/doi/pdf/10.5465/amj.2018.1280?download=true		64	4	1097-1126
Swift Sense of Community: Resourcing Artifacts for Rapid Community Emergence in a Temporary Organization	Livne-Tarandach	2021	Livne-Tarandach 2021 Swift Sense of Community Resourcing Artifacts for Rapid Community Emergence in a Temporary Organization.pdf	10.5465/amj.2019.0410	downloaded	Thematic Issue: Improving Transparency of Empirical Research Published in AMJ	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0410	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0410?download=true		64	4	1127-1163
Networks, Creativity, and Time: Staying Creative through Brokerage and Network Rejuvenation	Soda	2021	Soda 2021 Networks, Creativity, and Time Staying Creative through Brokerage and Network Rejuvenation.pdf	10.5465/amj.2019.1209	downloaded	Thematic Issue: Improving Transparency of Empirical Research Published in AMJ	research-article	https://journals.aom.org/doi/10.5465/amj.2019.1209	https://journals.aom.org/doi/pdf/10.5465/amj.2019.1209?download=true		64	4	1164-1190
Getting the Picture Too Late: Handoffs and the Effectiveness of Idea Implementation in Creative Work	Berg	2021	Berg 2021 Getting the Picture Too Late Handoffs and the Effectiveness of Idea Implementation in Creative Work.pdf	10.5465/amj.2019.1330	downloaded	Thematic Issue: Improving Transparency of Empirical Research Published in AMJ	research-article	https://journals.aom.org/doi/10.5465/amj.2019.1330	https://journals.aom.org/doi/pdf/10.5465/amj.2019.1330?download=true		64	4	1191-1212
Unpacking Political Ideology: CEO Social and Economic Ideologies, Strategic Decision-Making Processes, and Corporate Entrepreneurship	Chin	2021	Chin 2021 Unpacking Political Ideology CEO Social and Economic Ideologies, Strategic Decision-Making Processes, and Corporate Entrepreneurship.pdf	10.5465/amj.2019.1228	downloaded	Thematic Issue: Improving Transparency of Empirical Research Published in AMJ	research-article	https://journals.aom.org/doi/10.5465/amj.2019.1228	https://journals.aom.org/doi/pdf/10.5465/amj.2019.1228?download=true		64	4	1213-1235
The Double-Edged Sword of Leadership Task Transitions in Emergency Response Multiteam Systems	Luciano	2021	Luciano 2021 The Double-Edged Sword of Leadership Task Transitions in Emergency Response Multiteam Systems.pdf	10.5465/amj.2019.0707	downloaded	Thematic Issue: Improving Transparency of Empirical Research Published in AMJ	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0707	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0707?download=true		64	4	1236-1264
Seeing the Glass as Half Full or Half Empty: The Role of Affect-Induced Optimistic and Pessimistic States on Justice Perceptions and Outcomes	Hill	2021	Hill 2021 Seeing the Glass as Half Full or Half Empty The Role of Affect-Induced Optimistic and Pessimistic States on Justice Perceptions and Outcomes.pdf	10.5465/amj.2018.1282	downloaded	Thematic Issue: Improving Transparency of Empirical Research Published in AMJ	research-article	https://journals.aom.org/doi/10.5465/amj.2018.1282	https://journals.aom.org/doi/pdf/10.5465/amj.2018.1282?download=true		64	4	1265-1287
Amplifying Voice in Organizations	Bain	2021	Bain 2021 Amplifying Voice in Organizations.pdf	10.5465/amj.2018.0621	downloaded	Thematic Issue: Improving Transparency of Empirical Research Published in AMJ	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0621	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0621?download=true		64	4	1288-1312
