title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
From the Editors—A Brief Primer on Data Visualization Opportunities in Management Research	Ertug	2018	Ertug 2018 From the Editors—A Brief Primer on Data Visualization Opportunities in Management Research.pdf	10.5465/amj.2018.4005	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2018.4005	https://journals.aom.org/doi/pdf/10.5465/amj.2018.4005?download=true	already downloaded locally: /Users/tangbinqi/Downloads/Papers Codex/AMJ/Volume 61 Issue 5/Ertug 2018 From the Editors—A Brief Primer on Data Visualization Opportunities in Management Research.pdf	61	5	1613-1625
Fish out of Water: Translation, Legitimation, and New Venture Creation	Tracey	2018	Tracey 2018 Fish out of Water Translation, Legitimation, and New Venture Creation.pdf	10.5465/amj.2015.0264	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0264	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0264?download=true	already downloaded locally: /Users/tangbinqi/Downloads/Papers Codex/AMJ/Volume 61 Issue 5/Tracey 2018 Fish out of Water Translation, Legitimation, and New Venture Creation.pdf	61	5	1627-1666
Quitting When the Going Gets Tough: A Downside of High Performance Expectations	Dai	2018	Dai 2018 Quitting When the Going Gets Tough A Downside of High Performance Expectations.pdf	10.5465/amj.2014.1045	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.1045	https://journals.aom.org/doi/pdf/10.5465/amj.2014.1045?download=true	already downloaded locally: /Users/tangbinqi/Downloads/Papers Codex/AMJ/Volume 61 Issue 5/Dai 2018 Quitting When the Going Gets Tough A Downside of High Performance Expectations.pdf	61	5	1667-1691
The Pivot: How Founders Respond to Feedback through Idea and Identity Work	Grimes	2018	Grimes 2018 The Pivot How Founders Respond to Feedback through Idea and Identity Work.pdf	10.5465/amj.2015.0823	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0823	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0823?download=true	already downloaded locally: /Users/tangbinqi/Downloads/Papers Codex/AMJ/Volume 61 Issue 5/Grimes 2018 The Pivot How Founders Respond to Feedback through Idea and Identity Work.pdf	61	5	1692-1717
Trusting the “Look and Feel”: Situational Normality, Situational Aesthetics, and the Perceived Trustworthiness of Organizations	Baer	2018	Baer 2018 Trusting the “Look and Feel” Situational Normality, Situational Aesthetics, and the Perceived Trustworthiness of Organizations.pdf	10.5465/amj.2016.0248	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0248	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0248?download=true	already downloaded locally: /Users/tangbinqi/Downloads/Papers Codex/AMJ/Volume 61 Issue 5/Baer 2018 Trusting the “Look and Feel” Situational Normality, Situational Aesthetics, and the Perceived Trustworthiness of Organizations.pdf	61	5	1718-1740
The Differential Impact of Knowledge Depth and Knowledge Breadth on Creativity over Individual Careers	Mannucci	2018	Mannucci 2018 The Differential Impact of Knowledge Depth and Knowledge Breadth on Creativity over Individual Careers.pdf	10.5465/amj.2016.0529	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0529	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0529?download=true	already downloaded locally: /Users/tangbinqi/Downloads/Papers Codex/AMJ/Volume 61 Issue 5/Mannucci 2018 The Differential Impact of Knowledge Depth and Knowledge Breadth on Creativity over Individual Careers.pdf	61	5	1741-1763
Pacification or Aggravation? The Effects of Talking about Supervisor Unfairness	Baer	2018	Baer 2018 Pacification or Aggravation The Effects of Talking about Supervisor Unfairness.pdf	10.5465/amj.2016.0630	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0630	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0630?download=true	already downloaded locally: /Users/tangbinqi/Downloads/Papers Codex/AMJ/Volume 61 Issue 5/Baer 2018 Pacification or Aggravation The Effects of Talking about Supervisor Unfairness.pdf	61	5	1764-1788
Playing Cat and Mouse: Contests over Regulatory Categorization of Dietary Supplements in the United States	Ozcan	2018	Ozcan 2018 Playing Cat and Mouse Contests over Regulatory Categorization of Dietary Supplements in the United States.pdf	10.5465/amj.2015.1221	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.1221	https://journals.aom.org/doi/pdf/10.5465/amj.2015.1221?download=true	already downloaded locally: /Users/tangbinqi/Downloads/Papers Codex/AMJ/Volume 61 Issue 5/Ozcan 2018 Playing Cat and Mouse Contests over Regulatory Categorization of Dietary Supplements in the United States.pdf	61	5	1789-1820
The Role of Investor Gut Feel in Managing Complexity and Extreme Risk	Huang	2018	Huang 2018 The Role of Investor Gut Feel in Managing Complexity and Extreme Risk.pdf	10.5465/amj.2016.1009	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.1009	https://journals.aom.org/doi/pdf/10.5465/amj.2016.1009?download=true		61	5	1821-1847
Evenhandedness in Resource Allocation: Its Relationship with CEO Ideology, Organizational Discretion, and Firm Performance	Gupta	2018	Gupta 2018 Evenhandedness in Resource Allocation Its Relationship with CEO Ideology, Organizational Discretion, and Firm Performance.pdf	10.5465/amj.2016.1155	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.1155	https://journals.aom.org/doi/pdf/10.5465/amj.2016.1155?download=true		61	5	1848-1868
