title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
From the Editors: Publishing Practical and Responsible Research in AMJ	Hideg	2020	Hideg 2020 From the Editors Publishing Practical and Responsible Research in AMJ.pdf	10.5465/amj.2020.4006	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2020.4006	https://journals.aom.org/doi/pdf/10.5465/amj.2020.4006?download=true		63	6	1681-1686
Historical Origins of Firm Ownership Structure: The Persistent Effects of the African Slave Trade	Pierce	2020	Pierce 2020 Historical Origins of Firm Ownership Structure The Persistent Effects of the African Slave Trade.pdf	10.5465/amj.2018.0597	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0597	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0597?download=true		63	6	1687-1713
“Tapping” into Goodwill: Enhancing Corporate Reputation through Customer Volunteering	Rodell	2020	Rodell 2020 “Tapping” into Goodwill Enhancing Corporate Reputation through Customer Volunteering.pdf	10.5465/amj.2018.0354	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0354	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0354?download=true		63	6	1714-1738
Once in Orange Always in Orange? Identity Paralysis and the Enduring Influence of Institutional Logics on Identity	Toubiana	2020	Toubiana 2020 Once in Orange Always in Orange Identity Paralysis and the Enduring Influence of Institutional Logics on Identity.pdf	10.5465/amj.2017.0826	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0826	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0826?download=true		63	6	1739-1774
Political Risk and Alliance Diversity: A Two-Stage Model of Partner Selection in Multipartner Alliances	Dorobantu	2020	Dorobantu 2020 Political Risk and Alliance Diversity A Two-Stage Model of Partner Selection in Multipartner Alliances.pdf	10.5465/amj.2017.0265	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0265	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0265?download=true		63	6	1775-1806
Geographical Dissimilarity and Team Member Influence: Do Emotions Experienced in the Initial Team Meeting Matter?	Chattopadhyay	2020	Chattopadhyay 2020 Geographical Dissimilarity and Team Member Influence Do Emotions Experienced in the Initial Team Meeting Matter.pdf	10.5465/amj.2017.0744	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0744	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0744?download=true		63	6	1807-1839
Motivation Purity Bias: Expression of Extrinsic Motivation Undermines Perceived Intrinsic Motivation and Engenders Bias in Selection Decisions	Derfler-Rozin	2020	Derfler-Rozin 2020 Motivation Purity Bias Expression of Extrinsic Motivation Undermines Perceived Intrinsic Motivation and Engenders Bias in Selection Decisions.pdf	10.5465/amj.2017.0617	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0617	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0617?download=true		63	6	1840-1864
Portfolio Spillover of Institutional Investor Activism: An Awareness–Motivation–Capability Perspective	Shi	2020	Shi 2020 Portfolio Spillover of Institutional Investor Activism An Awareness–Motivation–Capability Perspective.pdf	10.5465/amj.2018.0074	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0074	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0074?download=true		63	6	1865-1892
Kin Ties and the Performance of New Firms: A Structural Approach	Ertug	2020	Ertug 2020 Kin Ties and the Performance of New Firms A Structural Approach.pdf	10.5465/amj.2017.1218	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.1218	https://journals.aom.org/doi/pdf/10.5465/amj.2017.1218?download=true		63	6	1893-1922
Playing It Safe for My Family: Exploring the Dual Effects of Family Motivation on Employee Productivity and Creativity	Zhang	2020	Zhang 2020 Playing It Safe for My Family Exploring the Dual Effects of Family Motivation on Employee Productivity and Creativity.pdf	10.5465/amj.2018.0680	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0680	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0680?download=true		63	6	1923-1950
Discovery as an Abductive Mechanism for Reorienting Habits within Organizational Change	Golden-Biddle	2020	Golden-Biddle 2020 Discovery as an Abductive Mechanism for Reorienting Habits within Organizational Change.pdf	10.5465/amj.2017.1411	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.1411	https://journals.aom.org/doi/pdf/10.5465/amj.2017.1411?download=true		63	6	1951-1975
Too Hot to Handle and Too Valuable to Drop: An Expanded Conceptualization of Firms’ Reactions to Exchange Partner Misconduct	Nalick	2020	Nalick 2020 Too Hot to Handle and Too Valuable to Drop An Expanded Conceptualization of Firms’ Reactions to Exchange Partner Misconduct.pdf	10.5465/amj.2018.0657	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0657	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0657?download=true		63	6	1976-2003
A Dual-Agency Model of Firm CSR in Response to Institutional Pressure: Evidence from Chinese Publicly Listed Firms	Li	2020	Li 2020 A Dual-Agency Model of Firm CSR in Response to Institutional Pressure Evidence from Chinese Publicly Listed Firms.pdf	10.5465/amj.2018.0557	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0557	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0557?download=true		63	6	2004-2032
