title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
Making Change from Behind a Mask: How Organizations Challenge Guarded Institutions by Sparking Grassroots Activism	Claus	2020	Claus 2020 Making Change from Behind a Mask How Organizations Challenge Guarded Institutions by Sparking Grassroots Activism.pdf	10.5465/amj.2017.0507	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0507	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0507?download=true	already downloaded locally: /Users/tangbinqi/Downloads/Papers Codex/AMJ/Volume 63 Issue 4/Claus 2020 Making Change from Behind a Mask How Organizations Challenge Guarded Institutions by Sparking Grassroots Activism.pdf	63	4	965-996
Beyond the Pyramid: Alternative Formal Hierarchical Structures and Team Performance	Wellman	2020	Wellman 2020 Beyond the Pyramid Alternative Formal Hierarchical Structures and Team Performance.pdf	10.5465/amj.2017.1475	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.1475	https://journals.aom.org/doi/pdf/10.5465/amj.2017.1475?download=true	already downloaded locally: /Users/tangbinqi/Downloads/Papers Codex/AMJ/Volume 63 Issue 4/Wellman 2020 Beyond the Pyramid Alternative Formal Hierarchical Structures and Team Performance.pdf	63	4	997-1027
Take a Stand or Keep Your Seat: Board Turnover after Social Movement Boycotts	McDonnell	2020	McDonnell 2020 Take a Stand or Keep Your Seat Board Turnover after Social Movement Boycotts.pdf	10.5465/amj.2017.0890	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0890	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0890?download=true	already downloaded locally: /Users/tangbinqi/Downloads/Papers Codex/AMJ/Volume 63 Issue 4/McDonnell 2020 Take a Stand or Keep Your Seat Board Turnover after Social Movement Boycotts.pdf	63	4	1028-1053
Making Space for Art: A Spatial Perspective of Disruptive and Defensive Institutional Work in Venezuela’s Art World	Rodner	2020	Rodner 2020 Making Space for Art A Spatial Perspective of Disruptive and Defensive Institutional Work in Venezuela’s Art World.pdf	10.5465/amj.2016.1030	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.1030	https://journals.aom.org/doi/pdf/10.5465/amj.2016.1030?download=true	already downloaded locally: /Users/tangbinqi/Downloads/Papers Codex/AMJ/Volume 63 Issue 4/Rodner 2020 Making Space for Art A Spatial Perspective of Disruptive and Defensive Institutional Work in Venezuela’s Art World.pdf	63	4	1054-1081
Signal Strength, Media Attention, and Resource Mobilization: Evidence from New Private Equity Firms	Vanacker	2020	Vanacker 2020 Signal Strength, Media Attention, and Resource Mobilization Evidence from New Private Equity Firms.pdf	10.5465/amj.2018.0356	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0356	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0356?download=true		63	4	1082-1105
The Underdog Effect: When Low Expectations Increase Performance	Nurmohamed	2020	Nurmohamed 2020 The Underdog Effect When Low Expectations Increase Performance.pdf	10.5465/amj.2017.0181	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0181	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0181?download=true		63	4	1106-1133
“And Who Are You?”: A Performative Perspective on Authority in Organizations	Bourgoin	2020	Bourgoin 2020 “And Who Are You” A Performative Perspective on Authority in Organizations.pdf	10.5465/amj.2017.1335	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.1335	https://journals.aom.org/doi/pdf/10.5465/amj.2017.1335?download=true		63	4	1134-1165
Perception Is Reality: How CEOs’ Observed Personality Influences Market Perceptions of Firm Risk and Shareholder Returns	Harrison	2020	Harrison 2020 Perception Is Reality How CEOs’ Observed Personality Influences Market Perceptions of Firm Risk and Shareholder Returns.pdf	10.5465/amj.2018.0626	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0626	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0626?download=true		63	4	1166-1195
Identity Trajectories: Explaining Long-Term Patterns of Continuity and Change in Organizational Identities	Cloutier	2020	Cloutier 2020 Identity Trajectories Explaining Long-Term Patterns of Continuity and Change in Organizational Identities.pdf	10.5465/amj.2017.1051	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.1051	https://journals.aom.org/doi/pdf/10.5465/amj.2017.1051?download=true		63	4	1196-1235
When is it Good to be Bad? Contrasting Effects of Multiple Reputations for Bad Behavior on Media Coverage of Serious Organizational Errors	Chandler	2020	Chandler 2020 When is it Good to be Bad Contrasting Effects of Multiple Reputations for Bad Behavior on Media Coverage of Serious Organizational Errors.pdf	10.5465/amj.2017.1248	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.1248	https://journals.aom.org/doi/pdf/10.5465/amj.2017.1248?download=true		63	4	1236-1265
The Roles of Material Artifacts in Managing the Learning–Performance Paradox: The Kaizen Case	Aoki	2020	Aoki 2020 The Roles of Material Artifacts in Managing the Learning–Performance Paradox The Kaizen Case.pdf	10.5465/amj.2017.0967	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0967	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0967?download=true		63	4	1266-1299
Reinventing the State-Owned Enterprise? Negotiating Change during Profound Environmental Upheaval	Raynard	2020	Raynard 2020 Reinventing the State-Owned Enterprise Negotiating Change during Profound Environmental Upheaval.pdf	10.5465/amj.2017.1162	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.1162	https://journals.aom.org/doi/pdf/10.5465/amj.2017.1162?download=true		63	4	1300-1335
