title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
Publishing Original Research in AMJ: Advice to Prospective Authors	Tihanyi	2021	Tihanyi 2021 Publishing Original Research in AMJ Advice to Prospective Authors.pdf	10.5465/amj.2021.4003	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2021.4003	https://journals.aom.org/doi/pdf/10.5465/amj.2021.4003?download=true		64	3	679-683
Minimal and Adaptive Coordination: How Hackathons’ Projects Accelerate Innovation without Killing it	Lifshitz-Assaf	2021	Lifshitz-Assaf 2021 Minimal and Adaptive Coordination How Hackathons’ Projects Accelerate Innovation without Killing it.pdf	10.5465/amj.2017.0712	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0712	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0712?download=true		64	3	684-715
Sizing Up Entrepreneurial Potential: Gender Differences in Communication and Investor Perceptions of Long-Term Growth and Scalability	Huang	2021	Huang 2021 Sizing Up Entrepreneurial Potential Gender Differences in Communication and Investor Perceptions of Long-Term Growth and Scalability.pdf	10.5465/amj.2018.1417	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.1417	https://journals.aom.org/doi/pdf/10.5465/amj.2018.1417?download=true		64	3	716-740
Social Network and Temporal Myopia	Opper	2021	Opper 2021 Social Network and Temporal Myopia.pdf	10.5465/amj.2019.1026	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.1026	https://journals.aom.org/doi/pdf/10.5465/amj.2019.1026?download=true		64	3	741-771
When Putting Work Off Pays Off: The Curvilinear Relationship between Procrastination and Creativity	Shin	2021	Shin 2021 When Putting Work Off Pays Off The Curvilinear Relationship between Procrastination and Creativity.pdf	10.5465/amj.2018.1471	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.1471	https://journals.aom.org/doi/pdf/10.5465/amj.2018.1471?download=true		64	3	772-798
Employer–Employee Matching and Complementary Assets: The Role of Cross-Organization Collaborations	Campbell	2021	Campbell 2021 Employer–Employee Matching and Complementary Assets The Role of Cross-Organization Collaborations.pdf	10.5465/amj.2019.0207	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0207	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0207?download=true		64	3	799-823
The Use of Agency Workers Hurts Business Performance: An Integrated Indirect Model	Eldor	2021	Eldor 2021 The Use of Agency Workers Hurts Business Performance An Integrated Indirect Model.pdf	10.5465/amj.2019.0392	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0392	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0392?download=true		64	3	824-850
Why Activist Hedge Funds Target Socially Responsible Firms: The Reaction Costs of Signaling Corporate Social Responsibility	DesJardine	2021	DesJardine 2021 Why Activist Hedge Funds Target Socially Responsible Firms The Reaction Costs of Signaling Corporate Social Responsibility.pdf	10.5465/amj.2019.0238	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0238	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0238?download=true		64	3	851-872
Understanding When and Why Cover-Ups Are Punished Less Severely	Kundro	2021	Kundro 2021 Understanding When and Why Cover-Ups Are Punished Less Severely.pdf	10.5465/amj.2018.1396	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.1396	https://journals.aom.org/doi/pdf/10.5465/amj.2018.1396?download=true		64	3	873-900
Who Will Board a Sinking Ship? a Firm–Director Interdependence Perspective of Mutual Selection between Declining Firms and Director Candidates	Jiang	2021	Jiang 2021 Who Will Board a Sinking Ship a Firm–Director Interdependence Perspective of Mutual Selection between Declining Firms and Director Candidates.pdf	10.5465/amj.2018.0452	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0452	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0452?download=true		64	3	901-925
Performance Benefits of Reciprocal Vicarious Learning in Teams	Myers	2021	Myers 2021 Performance Benefits of Reciprocal Vicarious Learning in Teams.pdf	10.5465/amj.2018.0875	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0875	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0875?download=true		64	3	926-947
Political Dynamics in Organizational Identity Breach and Reconstruction: Findings from the Crisis in UNICEF Germany	Jacobs	2021	Jacobs 2021 Political Dynamics in Organizational Identity Breach and Reconstruction Findings from the Crisis in UNICEF Germany.pdf	10.5465/amj.2018.0821	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0821	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0821?download=true		64	3	948-980
Institutional Intermediaries and Firm Choices in Response to Regulations	Liu	2021	Liu 2021 Institutional Intermediaries and Firm Choices in Response to Regulations.pdf	10.5465/amj.2016.0918	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0918	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0918?download=true		64	3	981-1007
