title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note
Opening Up AMJ’s Research Methods Repertoire	Langley	2023	Langley 2023 Opening Up AMJ’s Research Methods Repertoire.pdf	10.5465/amj.2023.4003	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2023.4003	https://journals.aom.org/doi/pdf/10.5465/amj.2023.4003?download=true	
Identity Multiplicity and the Formation of Professional Network Ties	Ingram	2023	Ingram 2023 Identity Multiplicity and the Formation of Professional Network Ties.pdf	10.5465/amj.2021.0230	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2021.0230	https://journals.aom.org/doi/pdf/10.5465/amj.2021.0230?download=true	
Betwixt and Between: National and Organizational Identification of Host Country Managers Working in MNE Subsidiaries	Lee	2023	Lee 2023 Betwixt and Between National and Organizational Identification of Host Country Managers Working in MNE Subsidiaries.pdf	10.5465/amj.2020.1810	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2020.1810	https://journals.aom.org/doi/pdf/10.5465/amj.2020.1810?download=true	
Gaining Organizational Adoption: Strategically Pacing the Position of Digital Innovations	Karp	2023	Karp 2023 Gaining Organizational Adoption Strategically Pacing the Position of Digital Innovations.pdf	10.5465/amj.2020.0548	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2020.0548	https://journals.aom.org/doi/pdf/10.5465/amj.2020.0548?download=true	
Double Weaving: A Bottom-Up Process of Connecting Locations and Scales to Mitigate Grand Challenges	Chatterjee	2023	Chatterjee 2023 Double Weaving A Bottom-Up Process of Connecting Locations and Scales to Mitigate Grand Challenges.pdf	10.5465/amj.2019.1348	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.1348	https://journals.aom.org/doi/pdf/10.5465/amj.2019.1348?download=true	
Creative Jolts: Exploring How Entrepreneurs Let Go of Ideas During Creative Revision	Toivonen	2023	Toivonen 2023 Creative Jolts Exploring How Entrepreneurs Let Go of Ideas During Creative Revision.pdf	10.5465/amj.2020.1054	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2020.1054	https://journals.aom.org/doi/pdf/10.5465/amj.2020.1054?download=true	
Structuring the Start-Up: How Coordination Emerges in Start-Ups through Learning Sequencing	Jones	2023	Jones 2023 Structuring the Start-Up How Coordination Emerges in Start-Ups through Learning Sequencing.pdf	10.5465/amj.2021.0149	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2021.0149	https://journals.aom.org/doi/pdf/10.5465/amj.2021.0149?download=true	
May I Please Go the Extra Mile? Citizenship Communication Strategies and Their Effect on Individual Initiative OCB, Work–Family Conflict, and Partner Satisfaction	Bolino	2023	Bolino 2023 May I Please Go the Extra Mile Citizenship Communication Strategies and Their Effect on Individual Initiative OCB, Work–Family Conflict, and Partner Satisfaction.pdf	10.5465/amj.2020.0581	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2020.0581	https://journals.aom.org/doi/pdf/10.5465/amj.2020.0581?download=true	
On the Status Shocks of Tournament Rituals: How Ritual Enactment Affects Productivity, Input Provision, and Performance	Maoret	2023	Maoret 2023 On the Status Shocks of Tournament Rituals How Ritual Enactment Affects Productivity, Input Provision, and Performance.pdf	10.5465/amj.2020.0585	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2020.0585	https://journals.aom.org/doi/pdf/10.5465/amj.2020.0585?download=true	
Rekindling the Fire and Stoking the Flames: How and When Workplace Interpersonal Capitalization Facilitates Pride and Knowledge Sharing at Work	Watkins	2023	Watkins 2023 Rekindling the Fire and Stoking the Flames How and When Workplace Interpersonal Capitalization Facilitates Pride and Knowledge Sharing at Work.pdf	10.5465/amj.2021.1022	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2021.1022	https://journals.aom.org/doi/pdf/10.5465/amj.2021.1022?download=true	
I Don’t Need a Degree, I’ve Got Abs: Influencer Warmth and Competence, Communication Mode, and Stakeholder Engagement on Social Media	Roccapriore	2023	Roccapriore 2023 I Don’t Need a Degree, I’ve Got Abs Influencer Warmth and Competence, Communication Mode, and Stakeholder Engagement on Social Media.pdf	10.5465/amj.2020.1546	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2020.1546	https://journals.aom.org/doi/pdf/10.5465/amj.2020.1546?download=true	
