title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
Management Research in AMJ: Celebrating Impact While Striving for More	George	2016	George 2016 Management Research in AMJ Celebrating Impact While Striving for More.pdf	10.5465/amj.2016.4006	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2016.4006	https://journals.aom.org/doi/pdf/10.5465/amj.2016.4006?download=true		59	6	1869-1877
Understanding and Tackling Societal Grand Challenges through Management Research	George	2016	George 2016 Understanding and Tackling Societal Grand Challenges through Management Research.pdf	10.5465/amj.2016.4007	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2016.4007	https://journals.aom.org/doi/pdf/10.5465/amj.2016.4007?download=true		59	6	1880-1895
Challenges for Global Supply Chain Sustainability: Evidence from Conflict Minerals Reports	Kim	2016	Kim 2016 Challenges for Global Supply Chain Sustainability Evidence from Conflict Minerals Reports.pdf	10.5465/amj.2015.0770	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0770	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0770?download=true		59	6	1896-1916
Health Care’s Grand Challenge: Stimulating Basic Science on Diseases that Primarily Afflict the Poor	Vakili	2016	Vakili 2016 Health Care’s Grand Challenge Stimulating Basic Science on Diseases that Primarily Afflict the Poor.pdf	10.5465/amj.2015.0641	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0641	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0641?download=true		59	6	1917-1939
Understanding Community Dynamics in the Study of Grand Challenges: How Nonprofits, Institutional Actors, and the Community Fabric Interact to Influence Income Inequality	Berrone	2016	Berrone 2016 Understanding Community Dynamics in the Study of Grand Challenges How Nonprofits, Institutional Actors, and the Community Fabric Interact to Influence Income Inequality.pdf	10.5465/amj.2015.0746	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0746	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0746?download=true		59	6	1940-1964
Some Things Can Never Be Unseen: The Role of Context in Psychological Injury at War	de Rond	2016	Rond 2016 Some Things Can Never Be Unseen The Role of Context in Psychological Injury at War.pdf	10.5465/amj.2015.0681	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0681	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0681?download=true		59	6	1965-1993
Not All Inequality Is Equal: Deconstructing the Societal Logic of Patriarchy to Understand Microfinance Lending to Women	Zhao	2016	Zhao 2016 Not All Inequality Is Equal Deconstructing the Societal Logic of Patriarchy to Understand Microfinance Lending to Women.pdf	10.5465/amj.2015.0476	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0476	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0476?download=true		59	6	1994-2020
Scaffolding: A Process of Transforming Patterns of Inequality in Small-Scale Societies	Mair	2016	Mair 2016 Scaffolding A Process of Transforming Patterns of Inequality in Small-Scale Societies.pdf	10.5465/amj.2015.0725	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0725	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0725?download=true		59	6	2021-2044
Mobilization in the Internet Age: Internet Activism and Corporate Response	Luo	2016	Luo 2016 Mobilization in the Internet Age Internet Activism and Corporate Response.pdf	10.5465/amj.2015.0693	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0693	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0693?download=true		59	6	2045-2068
Building Resilience or Providing Sustenance: Different Paths of Emergent Ventures in the Aftermath of the Haiti Earthquake	Williams	2016	Williams 2016 Building Resilience or Providing Sustenance Different Paths of Emergent Ventures in the Aftermath of the Haiti Earthquake.pdf	10.5465/amj.2015.0682	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0682	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0682?download=true		59	6	2069-2102
