title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
Managing Digital Money	Dodgson	2015	Dodgson 2015 Managing Digital Money.pdf	10.5465/amj.2015.4002	downloaded	From The Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2015.4002	https://journals.aom.org/doi/pdf/10.5465/amj.2015.4002?download=true		58	2	325-333
The Dark Side of Socialization: A Longitudinal Investigation of Newcomer Alcohol Use	Liu	2015	Liu 2015 The Dark Side of Socialization A Longitudinal Investigation of Newcomer Alcohol Use.pdf	10.5465/amj.2013.0239	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0239	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0239?download=true		58	2	334-355
Asymmetric Learning Capabilities and Stock Market Returns	Yang	2015	Yang 2015 Asymmetric Learning Capabilities and Stock Market Returns.pdf	10.5465/amj.2012.0675	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2012.0675	https://journals.aom.org/doi/pdf/10.5465/amj.2012.0675?download=true		58	2	356-374
An Inductive Study of Feedback Interactions over the Course of Creative Projects	Harrison	2015	Harrison 2015 An Inductive Study of Feedback Interactions over the Course of Creative Projects.pdf	10.5465/amj.2012.0737	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2012.0737	https://journals.aom.org/doi/pdf/10.5465/amj.2012.0737?download=true		58	2	375-404
Weathering a Meta-Level Identity Crisis: Forging a Coherent Collective Identity for an Emerging Field	Patvardhan	2015	Patvardhan 2015 Weathering a Meta-Level Identity Crisis Forging a Coherent Collective Identity for an Emerging Field.pdf	10.5465/amj.2012.1049	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2012.1049	https://journals.aom.org/doi/pdf/10.5465/amj.2012.1049?download=true		58	2	405-435
Family- versus Lone-Founder-Controlled Public Corporations: Social Identity Theory and Boards of Directors	Cannella	2015	Albert A. Cannella 2015 Family- versus Lone-Founder-Controlled Public Corporations Social Identity Theory and Boards of Directors.pdf	10.5465/amj.2012.0045	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2012.0045	https://journals.aom.org/doi/pdf/10.5465/amj.2012.0045?download=true		58	2	436-459
West Meets East: New Concepts and Theories	Barkema	2015	Barkema 2015 West Meets East New Concepts and Theories.pdf	10.5465/amj.2015.4021	downloaded	Special Research Forum West Meets East: New Concepts and Theories	research-article	https://journals.aom.org/doi/10.5465/amj.2015.4021	https://journals.aom.org/doi/pdf/10.5465/amj.2015.4021?download=true		58	2	460-479
Does West “Fit” with East? In Search of a Chinese Model of Person–Environment Fit	Chuang	2015	Chuang 2015 Does West “Fit” with East In Search of a Chinese Model of Person–Environment Fit.pdf	10.5465/amj.2012.1076	downloaded	Special Research Forum West Meets East: New Concepts and Theories	research-article	https://journals.aom.org/doi/10.5465/amj.2012.1076	https://journals.aom.org/doi/pdf/10.5465/amj.2012.1076?download=true		58	2	480-510
Modernizing without Westernizing: Social Structure and Economic Action in the Indian Financial Sector	Chen	2015	Chen 2015 Modernizing without Westernizing Social Structure and Economic Action in the Indian Financial Sector.pdf	10.5465/amj.2012.1039	downloaded	Special Research Forum West Meets East: New Concepts and Theories	research-article	https://journals.aom.org/doi/10.5465/amj.2012.1039	https://journals.aom.org/doi/pdf/10.5465/amj.2012.1039?download=true		58	2	511-537
Paradoxical Leader Behaviors in People Management: Antecedents and Consequences	Zhang	2015	Zhang 2015 Paradoxical Leader Behaviors in People Management Antecedents and Consequences.pdf	10.5465/amj.2012.0995	downloaded	Special Research Forum West Meets East: New Concepts and Theories	research-article	https://journals.aom.org/doi/10.5465/amj.2012.0995	https://journals.aom.org/doi/pdf/10.5465/amj.2012.0995?download=true		58	2	538-566
Lessons from a Martial Arts Dojo: A Prolonged Process Model of High-Context Communication	Cole	2015	Cole 2015 Lessons from a Martial Arts Dojo A Prolonged Process Model of High-Context Communication.pdf	10.5465/amj.2012.0986	downloaded	Special Research Forum West Meets East: New Concepts and Theories	research-article	https://journals.aom.org/doi/10.5465/amj.2012.0986	https://journals.aom.org/doi/pdf/10.5465/amj.2012.0986?download=true		58	2	567-591
A Confucian Social Model of Political Appointments among Chinese Private-Firm Entrepreneurs	Li	2015	Li 2015 A Confucian Social Model of Political Appointments among Chinese Private-Firm Entrepreneurs.pdf	10.5465/amj.2012.1067	downloaded	Special Research Forum West Meets East: New Concepts and Theories	research-article	https://journals.aom.org/doi/10.5465/amj.2012.1067	https://journals.aom.org/doi/pdf/10.5465/amj.2012.1067?download=true		58	2	592-617
When Times Collide: Temporal Brokerage at the Intersection of Markets and Developments	Reinecke	2015	Reinecke 2015 When Times Collide Temporal Brokerage at the Intersection of Markets and Developments.pdf	10.5465/amj.2012.1004	downloaded	Special Research Forum West Meets East: New Concepts and Theories	research-article	https://journals.aom.org/doi/10.5465/amj.2012.1004	https://journals.aom.org/doi/pdf/10.5465/amj.2012.1004?download=true		58	2	618-648
