title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
An Inconvenient Truth: How Organizations Translate Climate Change into Business as Usual	Wright	2017	Wright 2017 An Inconvenient Truth How Organizations Translate Climate Change into Business as Usual.pdf	10.5465/amj.2015.0718	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0718	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0718?download=true		60	5	1633-1661
Corporate Volunteering Climate: Mobilizing Employee Passion for Societal Causes and Inspiring Future Charitable Action	Rodell	2017	Rodell 2017 Corporate Volunteering Climate Mobilizing Employee Passion for Societal Causes and Inspiring Future Charitable Action.pdf	10.5465/amj.2015.0726	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0726	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0726?download=true		60	5	1662-1681
Masters of Disasters? An Empirical Analysis of How Societies Benefit from Corporate Disaster Aid	Ballesteros	2017	Ballesteros 2017 Masters of Disasters An Empirical Analysis of How Societies Benefit from Corporate Disaster Aid.pdf	10.5465/amj.2015.0765	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0765	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0765?download=true		60	5	1682-1708
Networks, Technology, and Entrepreneurship: A Field Quasi-experiment among Women in Rural India	Venkatesh	2017	Venkatesh 2017 Networks, Technology, and Entrepreneurship A Field Quasi-experiment among Women in Rural India.pdf	10.5465/amj.2015.0849	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0849	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0849?download=true		60	5	1709-1740
The Danger of Not Listening to Firms: Government Responsiveness and the Goal of Regulatory Compliance	Malesky	2017	Malesky 2017 The Danger of Not Listening to Firms Government Responsiveness and the Goal of Regulatory Compliance.pdf	10.5465/amj.2015.0722	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0722	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0722?download=true		60	5	1741-1770
High-Stakes Institutional Translation: Establishing North America’s First Government-sanctioned Supervised Injection Site	Lawrence	2017	Lawrence 2017 High-Stakes Institutional Translation Establishing North America’s First Government-sanctioned Supervised Injection Site.pdf	10.5465/amj.2015.0714	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0714	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0714?download=true		60	5	1771-1800
How does a Grand Challenge Become Displaced? Explaining the Duality of Field Mobilization	Grodal	2017	Grodal 2017 How does a Grand Challenge Become Displaced Explaining the Duality of Field Mobilization.pdf	10.5465/amj.2015.0890	downloaded	Special Research Forum	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0890	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0890?download=true		60	5	1801-1827
Unpacking the CEO–Board Relationship: How Strategy Making Happens in Entrepreneurial Firms	Garg	2017	Garg 2017 Unpacking the CEO–Board Relationship How Strategy Making Happens in Entrepreneurial Firms.pdf	10.5465/amj.2014.0599	downloaded	Additional Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0599	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0599?download=true		60	5	1828-1858
Self-reliance: A Gender Perspective on its Relationship to Communality and Leadership Evaluations	Schaumberg	2017	Schaumberg 2017 Self-reliance A Gender Perspective on its Relationship to Communality and Leadership Evaluations.pdf	10.5465/amj.2015.0018	downloaded	Additional Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0018	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0018?download=true		60	5	1859-1881
Red Queen Competitive Imitation in the U.K. Mobile Phone Industry	Giachetti	2017	Giachetti 2017 Red Queen Competitive Imitation in the U.K. Mobile Phone Industry.pdf	10.5465/amj.2015.0295	downloaded	Additional Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0295	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0295?download=true		60	5	1882-1914
When Can Humble Top Executives Retain Middle Managers? The Moderating Role of Top Management Team Faultlines	Ou	2017	Ou 2017 When Can Humble Top Executives Retain Middle Managers The Moderating Role of Top Management Team Faultlines.pdf	10.5465/amj.2015.1072	downloaded	Additional Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.1072	https://journals.aom.org/doi/pdf/10.5465/amj.2015.1072?download=true		60	5	1915-1931
When Does Corporate Social Responsibility Reduce Employee Turnover? Evidence from Attorneys Before and After 9/11	Carnahan	2017	Carnahan 2017 When Does Corporate Social Responsibility Reduce Employee Turnover Evidence from Attorneys Before and After 911.pdf	10.5465/amj.2015.0032	downloaded	Additional Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0032	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0032?download=true		60	5	1932-1962
Shady Characters: The Implications of Illicit Organizational Roles for Resilient Team Performance	Stuart	2017	Stuart 2017 Shady Characters The Implications of Illicit Organizational Roles for Resilient Team Performance.pdf	10.5465/amj.2014.0512	downloaded	Additional Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2014.0512	https://journals.aom.org/doi/pdf/10.5465/amj.2014.0512?download=true		60	5	1963-1985
Knowledge Dependence and the Formation of Director Interlocks	Howard	2017	Howard 2017 Knowledge Dependence and the Formation of Director Interlocks.pdf	10.5465/amj.2015.0499	downloaded	Additional Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0499	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0499?download=true		60	5	1986-2013
Male Immorality: An Evolutionary Account of Sex Differences in Unethical Negotiation Behavior	Lee	2017	Lee 2017 Male Immorality An Evolutionary Account of Sex Differences in Unethical Negotiation Behavior.pdf	10.5465/amj.2015.0461	downloaded	Additional Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2015.0461	https://journals.aom.org/doi/pdf/10.5465/amj.2015.0461?download=true		60	5	2014-2044
