title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
Lenient Reactions to Misconduct: Examining the Self-Conscious Process of Being Lenient to Others at Work	Zipay	2021	Zipay 2021 Lenient Reactions to Misconduct Examining the Self-Conscious Process of Being Lenient to Others at Work.pdf	10.5465/amj.2018.0123	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0123	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0123?download=true		64	2	351-377
Microfoundations of Framing: The Interactional Production of Collective Action Frames in the Occupy Movement	Reinecke	2021	Reinecke 2021 Microfoundations of Framing The Interactional Production of Collective Action Frames in the Occupy Movement.pdf	10.5465/amj.2018.1063	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.1063	https://journals.aom.org/doi/pdf/10.5465/amj.2018.1063?download=true		64	2	378-408
Strength and Weakness in Numbers? Unpacking the Role of Prevalence in the Diffusion of Reverse Mergers	Naumovska	2021	Naumovska 2021 Strength and Weakness in Numbers Unpacking the Role of Prevalence in the Diffusion of Reverse Mergers.pdf	10.5465/amj.2018.0716	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0716	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0716?download=true		64	2	409-434
Deploying Human Capital Resources: Accentuating Effects of Situational Alignment and Social Capital Resources	Wolfson	2021	Wolfson 2021 Deploying Human Capital Resources Accentuating Effects of Situational Alignment and Social Capital Resources.pdf	10.5465/amj.2019.0500	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0500	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0500?download=true		64	2	435-457
Leading by Doing: Does Leading by Example Impact Productivity and Service Quality?	Eldor	2021	Eldor 2021 Leading by Doing Does Leading by Example Impact Productivity and Service Quality.pdf	10.5465/amj.2018.0706	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0706	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0706?download=true		64	2	458-481
Best Not to Know: Pay Secrecy, Employee Voluntary Turnover, and the Conditioning Effect of Distributive Justice	Alterman	2021	Alterman 2021 Best Not to Know Pay Secrecy, Employee Voluntary Turnover, and the Conditioning Effect of Distributive Justice.pdf	10.5465/amj.2019.0231	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2019.0231	https://journals.aom.org/doi/pdf/10.5465/amj.2019.0231?download=true		64	2	482-508
Marriage of Unequals? Investment Quality Heterogeneity, Market Heat, and the Formation of Status-Asymmetric Ties in the Venture Capital Industry	Zhelyazkov	2021	Zhelyazkov 2021 Marriage of Unequals Investment Quality Heterogeneity, Market Heat, and the Formation of Status-Asymmetric Ties in the Venture Capital Industry.pdf	10.5465/amj.2018.0969	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0969	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0969?download=true		64	2	509-536
Workplace Interpersonal Capitalization: Employee Reactions to Coworker Positive Event Disclosures	Watkins	2021	Watkins 2021 Workplace Interpersonal Capitalization Employee Reactions to Coworker Positive Event Disclosures.pdf	10.5465/amj.2018.1339	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.1339	https://journals.aom.org/doi/pdf/10.5465/amj.2018.1339?download=true		64	2	537-561
Salient Expectations? Incongruence across Capability and Integrity Signals and Investor Reactions to Organizational Misconduct	Paruchuri	2021	Paruchuri 2021 Salient Expectations Incongruence across Capability and Integrity Signals and Investor Reactions to Organizational Misconduct.pdf	10.5465/amj.2018.0698	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0698	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0698?download=true		64	2	562-586
Antecedents and Consequences of Employee and Asset Restructuring	Cascio	2021	Cascio 2021 Antecedents and Consequences of Employee and Asset Restructuring.pdf	10.5465/amj.2018.1013	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.1013	https://journals.aom.org/doi/pdf/10.5465/amj.2018.1013?download=true		64	2	587-613
How Voice Emerges and Develops in Newly Formed Supervisor–Employee Dyads	Li	2021	Li 2021 How Voice Emerges and Develops in Newly Formed Supervisor–Employee Dyads.pdf	10.5465/amj.2018.0961	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0961	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0961?download=true		64	2	614-642
How Technological Overlap between Spinouts and Parent Firms Affects Corporate Venture Capital Investments in Spinouts: The Role of Competitive Tension	Bae	2021	Bae 2021 How Technological Overlap between Spinouts and Parent Firms Affects Corporate Venture Capital Investments in Spinouts The Role of Competitive Tension.pdf	10.5465/amj.2018.0223	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0223	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0223?download=true		64	2	643-678
