title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
Managing Risk and Resilience	van der Vegt	2015	Vegt 2015 Managing Risk and Resilience.pdf	10.5465/amj.2015.4004	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2015.4004	https://journals.aom.org/doi/pdf/10.5465/amj.2015.4004?download=true		58	4	971-980
Elasticity and the Dialectic Tensions of Organizational Identity: How Can We Hold Together While We Are Pulling Apart?	Kreiner	2015	Kreiner 2015 Elasticity and the Dialectic Tensions of Organizational Identity How Can We Hold Together While We Are Pulling Apart.pdf	10.5465/amj.2012.0462	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2012.0462	https://journals.aom.org/doi/pdf/10.5465/amj.2012.0462?download=true		58	4	981-1011
“I Put in Effort, Therefore I Am Passionate”: Investigating the Path from Effort to Passion in Entrepreneurship	Gielnik	2015	Gielnik 2015 “I Put in Effort, Therefore I Am Passionate” Investigating the Path from Effort to Passion in Entrepreneurship.pdf	10.5465/amj.2011.0727	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2011.0727	https://journals.aom.org/doi/pdf/10.5465/amj.2011.0727?download=true		58	4	1012-1031
Learning Through the Distribution of Failures within an Organization: Evidence from Heart Bypass Surgery Performance	Desai	2015	Desai 2015 Learning Through the Distribution of Failures within an Organization Evidence from Heart Bypass Surgery Performance.pdf	10.5465/amj.2013.0949	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0949	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0949?download=true		58	4	1032-1050
When Does Charisma Matter for Top-Level Leaders? Effect of Attributional Ambiguity	Jacquart	2015	Jacquart 2015 When Does Charisma Matter for Top-Level Leaders Effect of Attributional Ambiguity.pdf	10.5465/amj.2012.0831	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2012.0831	https://journals.aom.org/doi/pdf/10.5465/amj.2012.0831?download=true		58	4	1051-1074
Values against Violence: Institutional Change in Societies Dominated by Organized Crime	Vaccaro	2015	Vaccaro 2015 Values against Violence Institutional Change in Societies Dominated by Organized Crime.pdf	10.5465/amj.2012.0865	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2012.0865	https://journals.aom.org/doi/pdf/10.5465/amj.2012.0865?download=true		58	4	1075-1101
Making a Difference in the Teamwork: Linking Team Prosocial Motivation to Team Processes and Effectiveness	Hu	2015	Hu 2015 Making a Difference in the Teamwork Linking Team Prosocial Motivation to Team Processes and Effectiveness.pdf	10.5465/amj.2012.1142	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2012.1142	https://journals.aom.org/doi/pdf/10.5465/amj.2012.1142?download=true		58	4	1102-1127
Product Diversification and Financial Performance: The Moderating Role of Secondary Stakeholders	Su	2015	Su 2015 Product Diversification and Financial Performance The Moderating Role of Secondary Stakeholders.pdf	10.5465/amj.2013.0454	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0454	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0454?download=true		58	4	1128-1148
The Person–Situation Debate Revisited: Effect of Situation Strength and Trait Activation on the Validity of the Big Five Personality Traits in Predicting Job Performance	Judge	2015	Judge 2015 The Person–Situation Debate Revisited Effect of Situation Strength and Trait Activation on the Validity of the Big Five Personality Traits in Predicting Job Performance.pdf	10.5465/amj.2010.0837	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2010.0837	https://journals.aom.org/doi/pdf/10.5465/amj.2010.0837?download=true		58	4	1149-1179
Decoding the Adaptability–Rigidity Puzzle: Evidence from Pharmaceutical Incumbents’ Pursuit of Gene Therapy and Monoclonal Antibodies	Kapoor	2015	Kapoor 2015 Decoding the Adaptability–Rigidity Puzzle Evidence from Pharmaceutical Incumbents’ Pursuit of Gene Therapy and Monoclonal Antibodies.pdf	10.5465/amj.2013.0430	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0430	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0430?download=true		58	4	1180-1207
The Dynamic Nature of Collective Turnover and Unit Performance: The Impact of Time, Quality, and Replacements	Call	2015	Call 2015 The Dynamic Nature of Collective Turnover and Unit Performance The Impact of Time, Quality, and Replacements.pdf	10.5465/amj.2013.0669	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0669	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0669?download=true		58	4	1208-1232
Network Defense: Pruning, Grafting, and Closing to Prevent Leakage of Strategic Knowledge to Rivals	Hernandez	2015	Hernandez 2015 Network Defense Pruning, Grafting, and Closing to Prevent Leakage of Strategic Knowledge to Rivals.pdf	10.5465/amj.2012.0773	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2012.0773	https://journals.aom.org/doi/pdf/10.5465/amj.2012.0773?download=true		58	4	1233-1260
Motivated to Acquire? The Impact of CEO Regulatory Focus on Firm Acquisitions	Gamache	2015	Gamache 2015 Motivated to Acquire The Impact of CEO Regulatory Focus on Firm Acquisitions.pdf	10.5465/amj.2013.0377	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2013.0377	https://journals.aom.org/doi/pdf/10.5465/amj.2013.0377?download=true		58	4	1261-1282
