title	first_author_last	year	saved_filename	doi	status	section	article_type	article_url	pdf_url	note	volume	issue	pages
Academy of Management Journal in 2020 and Beyond	Tihanyi	2020	Tihanyi 2020 Academy of Management Journal in 2020 and Beyond.pdf	10.5465/amj.2020.4001	downloaded	From the Editors	editorial	https://journals.aom.org/doi/10.5465/amj.2020.4001	https://journals.aom.org/doi/pdf/10.5465/amj.2020.4001?download=true		63	1	1-6
Examining the “I” in Team: A Longitudinal Investigation of the Influence of Team Narcissism Composition on Team Outcomes in the NBA	Grijalva	2020	Grijalva 2020 Examining the “I” in Team A Longitudinal Investigation of the Influence of Team Narcissism Composition on Team Outcomes in the NBA.pdf	10.5465/amj.2017.0218	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0218	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0218?download=true		63	1	7-33
Revisiting the Portability of Performance Paradox: Employee Mobility and the Utilization of Human and Social Capital Resources	Raffiee	2020	Raffiee 2020 Revisiting the Portability of Performance Paradox Employee Mobility and the Utilization of Human and Social Capital Resources.pdf	10.5465/amj.2017.0769	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0769	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0769?download=true		63	1	34-63
Should I Stay or Should I Go? Founder Power and Exit via Initial Public Offering	Souitaris	2020	Souitaris 2020 Should I Stay or Should I Go Founder Power and Exit via Initial Public Offering.pdf	10.5465/amj.2017.0420	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0420	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0420?download=true		63	1	64-95
Fostering Positive Relational Dynamics: The Power of Spaces and Interaction Scripts	Lee	2020	Lee 2020 Fostering Positive Relational Dynamics The Power of Spaces and Interaction Scripts.pdf	10.5465/amj.2016.0685	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0685	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0685?download=true		63	1	96-123
“God at Work”: Engaging Central and Incompatible Institutional Logics through Elastic Hybridity	Gümüsay	2020	Gümüsay 2020 “God at Work” Engaging Central and Incompatible Institutional Logics through Elastic Hybridity.pdf	10.5465/amj.2016.0481	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0481	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0481?download=true		63	1	124-154
Unintended Consequences: Information Releases and CEO Stock Option Grants	Quigley	2020	Quigley 2020 Unintended Consequences Information Releases and CEO Stock Option Grants.pdf	10.5465/amj.2017.0455	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0455	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0455?download=true		63	1	155-180
Give Them Some Slack—They’re Trying to Change! The Benefits of Excess Cash, Excess Employees, and Increased Human Capital in the Strategic Change Context	Bentley	2020	Bentley 2020 Give Them Some Slack—They’re Trying to Change! The Benefits of Excess Cash, Excess Employees, and Increased Human Capital in the Strategic Change Context.pdf	10.5465/amj.2018.0272	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2018.0272	https://journals.aom.org/doi/pdf/10.5465/amj.2018.0272?download=true		63	1	181-204
How Long Does It Take to Get to the Learning Curve?	Musaji	2020	Musaji 2020 How Long Does It Take to Get to the Learning Curve.pdf	10.5465/amj.2017.1145	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.1145	https://journals.aom.org/doi/pdf/10.5465/amj.2017.1145?download=true		63	1	205-223
Founder CEO Succession: The Role of CEO Organizational Identification	Lee	2020	Lee 2020 Founder CEO Succession The Role of CEO Organizational Identification.pdf	10.5465/amj.2017.0091	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0091	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0091?download=true		63	1	224-245
Toward a Process Theory of Making Sustainability Strategies Legitimate in Action	Hengst	2020	Hengst 2020 Toward a Process Theory of Making Sustainability Strategies Legitimate in Action.pdf	10.5465/amj.2016.0960	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2016.0960	https://journals.aom.org/doi/pdf/10.5465/amj.2016.0960?download=true		63	1	246-271
Product Innovation and Educational Diversity in Top and Middle Management Teams	Schubert	2020	Schubert 2020 Product Innovation and Educational Diversity in Top and Middle Management Teams.pdf	10.5465/amj.2017.0741	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0741	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0741?download=true		63	1	272-294
Investment Ties Gone Awry	Shafi	2020	Shafi 2020 Investment Ties Gone Awry.pdf	10.5465/amj.2017.0103	downloaded	Articles	research-article	https://journals.aom.org/doi/10.5465/amj.2017.0103	https://journals.aom.org/doi/pdf/10.5465/amj.2017.0103?download=true		63	1	295-327
